objectid,constituentid,displayorder,roletype,role,prefix,suffix,displaydate,beginyear,endyear,country,zipcode
30598,5058,1,artist,artist,,,,,,,
46664,1783,1,artist,artist,,,,,,,
46665,1783,1,artist,artist,,,,,,,
46666,1783,1,artist,artist,,,,,,,
46668,1783,1,artist,artist,,,,,,,
46672,1783,1,artist,artist,,,,,,,
46673,1791,1,artist,artist,,,,,,,
50233,1256,1,artist,artist,,,,,,,
8002,1256,2,artist,artist after,,,,,,,
86073,1174,2,artist,artist after,,,,,,,
56281,1221,1,artist,artist,,,,,,,
354,1932,1,artist,painter,,,,,,,
107328,1783,1,artist,artist,,,,,,,
39901,1791,1,artist,artist,,,,,,,
39902,1791,1,artist,artist,,,,,,,
48405,1818,2,artist,artist after,,,,,,,
48408,1706,1,artist,artist,,,,,,,
91895,1706,1,artist,artist,,,,,,,
61106,1783,1,artist,artist,,,,,,,
41469,1935,1,artist,artist,,,,,,,
41470,1935,1,artist,artist,,,,,,,
73589,2594,1,artist,artist,,,,,,,
73590,1783,1,artist,artist,,,,,,,
46688,1845,1,artist,artist,,,,,,,
46689,1877,1,artist,artist,,,,,,,
46690,1877,1,artist,artist,,,,,,,
46694,1935,1,artist,artist,,,,,,,
53263,1818,2,artist,artist after,,,,,,,
57872,986,3,artist,artist after,,,,,,,
57873,986,2,artist,artist after,,,,,,,
61111,1783,1,artist,artist,,,,,,,
61112,1783,1,artist,artist,,,,,,,
61114,1783,1,artist,artist,,,,,,,
61115,1783,1,artist,artist,,,,,,,
61116,1783,1,artist,artist,,,,,,,
61118,1783,1,artist,artist,,,,,,,
61120,1783,1,artist,artist,,,,,,,
61121,1783,1,artist,artist,,,,,,,
92011,1783,1,artist,artist,,,,,,,
53280,1818,2,artist,artist after,,,,,,,
53292,1818,2,artist,artist after,,,,,,,
110717,1256,3,artist,related artist,Follower of,,,,,,
56332,1706,1,artist,artist,,,,,,,
32619,5058,1,artist,artist,,,,,,,
152824,1256,1,artist,artist,,,,,,,
46713,1330,1,artist,artist,,,,,,,
46713,1330,1,owner,previous owner,,,1902 - 1903,1902.0,1903.0,,
46714,1330,1,artist,artist,,,,,,,
46716,1722,1,artist,artist,,,,,,,
8106,2594,1,artist,artist,,,,,,,
8107,2594,1,artist,artist,,,,,,,
8108,2594,1,artist,artist,,,,,,,
8112,2594,1,artist,artist,,,,,,,
8113,2594,1,artist,artist,,,,,,,
30718,5058,1,artist,artist,,,,,,,
1836,1256,1,artist,artist,,,,,,,
30722,5058,1,artist,artist,,,,,,,
30723,5058,1,artist,artist,,,,,,,
30725,5058,1,artist,artist,,,,,,,
30726,5058,1,artist,artist,,,,,,,
30727,5058,1,artist,artist,,,,,,,
30729,5058,1,artist,artist,,,,,,,
30730,5058,1,artist,artist,,,,,,,
69992,1256,1,artist,artist,,,,,,,
43014,1353,1,artist,artist,,,,,,,
130643,1935,1,artist,artist,,,,,,,
130645,1935,1,artist,artist,,,,,,,
130647,1935,1,artist,artist,,,,,,,
130648,1935,1,artist,artist,,,,,,,
61171,2638,1,artist,artist,,,,,,,
62641,1877,1,artist,artist,,,,,,,
43039,5058,1,artist,artist,,,,,,,
48527,1783,1,artist,artist,,,,,,,
48529,1783,1,artist,artist,,,,,,,
76205,1721,1,artist,sculptor,,,,,,,
130650,1935,1,artist,artist,,,,,,,
130657,1935,1,artist,artist,,,,,,,
130658,1935,1,artist,artist,,,,,,,
130659,1935,1,artist,artist,,,,,,,
136680,1932,2,artist,artist after,,,,,,,
136682,1932,2,artist,artist after,,,,,,,
136689,1932,2,artist,artist after,,,,,,,
138534,5058,1,artist,artist,,,,,,,
142044,5058,1,artist,artist,,,,,,,
142045,5058,1,artist,artist,,,,,,,
142046,5058,1,artist,artist,,,,,,,
48531,1783,1,artist,artist,,,,,,,
48533,1783,1,artist,artist,,,,,,,
48534,1783,1,artist,artist,,,,,,,
48536,1783,1,artist,artist,,,,,,,
48539,1783,1,artist,artist,,,,,,,
48542,1783,1,artist,artist,,,,,,,
48543,1783,1,artist,artist,,,,,,,
48544,1783,1,artist,artist,,,,,,,
48545,1783,1,artist,artist,,,,,,,
54954,1256,1,artist,artist,,,,,,,
57954,1117,1,artist,artist,,,,,,,
57955,1117,1,artist,artist,,,,,,,
57956,1117,1,artist,artist,,,,,,,
57957,1117,1,artist,artist,,,,,,,
30774,1818,2,artist,artist after,,,,,,,
30775,1818,2,artist,artist after,,,,,,,
3693,1256,1,artist,artist,,,,,,,
127192,1818,2,artist,artist after,,,,,,,
130663,1935,1,artist,artist,,,,,,,
131773,5058,1,artist,artist,,,,,,,
131774,5058,1,artist,artist,,,,,,,
136015,1221,1,artist,painter,,,,,,,
136705,1932,2,artist,artist after,,,,,,,
153335,1783,1,artist,artist,,,,,,,
144934,1966,1,artist,artist,,,,,,,
144936,1966,1,artist,artist,,,,,,,
144939,1966,1,artist,artist,,,,,,,
144941,1966,1,artist,artist,,,,,,,
144943,1966,1,artist,artist,,,,,,,
144944,1966,1,artist,artist,,,,,,,
149215,1793,1,artist,artist,,,,,,,
150371,1932,2,artist,artist after,,,,,,,
153703,2594,1,artist,artist,,,,,,,
150512,5058,1,artist,artist,,,,,,,
150513,5058,1,artist,artist,,,,,,,
150515,5058,1,artist,artist,,,,,,,
150794,1117,1,artist,artist,,,,,,,
150800,1783,1,artist,artist,,,,,,,
150836,1117,1,artist,artist,,,,,,,
150837,1117,1,artist,artist,,,,,,,
150838,1117,1,artist,artist,,,,,,,
150840,1117,1,artist,artist,,,,,,,
146720,1783,1,artist,artist,,,,,,,
153798,5058,1,artist,artist,,,,,,,
137890,1783,1,artist,artist,,,,,,,
136431,1932,2,artist,artist after,,,,,,,
136432,1932,2,artist,artist after,,,,,,,
136436,1932,2,artist,artist after,,,,,,,
136438,1932,2,artist,artist after,,,,,,,
136439,1932,2,artist,artist after,,,,,,,
136440,1932,2,artist,artist after,,,,,,,
136442,1932,2,artist,artist after,,,,,,,
136458,1932,2,artist,artist after,,,,,,,
136463,1932,3,artist,artist after,,,,,,,
136029,2594,1,artist,artist,,,,,,,
137905,1219,3,artist,artist after,,,,,,,
137917,5058,1,artist,artist,,,,,,,
137918,5058,1,artist,artist,,,,,,,
136394,1932,2,artist,artist after,,,,,,,
137921,5058,1,artist,artist,,,,,,,
143690,1818,1,artist,artist,Circle of,,,,,,
136709,1932,3,artist,artist after,,,,,,,
136712,1932,3,artist,artist after,,,,,,,
136715,1932,2,artist,artist after,,,,,,,
134524,5058,1,artist,artist,,,,,,,
134526,5058,1,artist,artist,,,,,,,
134810,1783,5,artist,artist,,,,,,,
135408,1783,6,artist,artist,,,,,,,
135412,1783,2,artist,artist,,,,,,,
133119,1783,1,artist,artist,,,,,,,
128670,1256,1,artist,artist,,,,,,,
130830,2594,1,artist,artist,,,,,,,
130832,2594,1,artist,artist,,,,,,,
130836,2594,1,artist,artist,,,,,,,
130845,2594,1,artist,artist,,,,,,,
154322,1932,2,artist,artist after,after,,,,,,
154323,1932,2,artist,artist after,,,,,,,
110875,1935,1,artist,artist,,,,,,,
71326,1117,1,artist,artist,,,,,,,
40062,1117,1,artist,artist,,,,,,,
43093,1935,1,artist,artist,,,,,,,
45659,1221,1,artist,artist,,,,,,,
46804,1117,1,artist,artist,,,,,,,
46805,1117,1,artist,artist,,,,,,,
46808,1117,1,artist,artist,,,,,,,
46809,1117,1,artist,artist,,,,,,,
46811,1117,1,artist,artist,,,,,,,
46813,1117,1,artist,artist,,,,,,,
46814,1117,1,artist,artist,,,,,,,
46815,1117,1,artist,artist,,,,,,,
46816,1117,1,artist,artist,,,,,,,
40065,1117,1,artist,artist,,,,,,,
41594,1932,2,artist,related artist,Workshop of,,,,,,
41594,1932,4,artist,related artist,Follower of,,,,,,
46833,1330,1,artist,artist,,,,,,,
61238,1783,1,artist,artist,,,,,,,
61239,1783,1,artist,artist,,,,,,,
61240,1783,1,artist,artist,,,,,,,
41598,1256,1,artist,artist,,,,,,,
53385,1932,2,artist,artist after,,,,,,,
30838,1256,1,artist,artist,,,,,,,
30839,1256,1,artist,artist,,,,,,,
30840,1256,1,artist,artist,,,,,,,
45718,1221,1,artist,artist,,,,,,,
45719,1221,1,artist,artist,,,,,,,
98128,1783,1,artist,artist,,,,,,,
110895,1966,1,artist,artist,,,,,,,
110896,1966,12,artist,artist,,,,,,,
74842,1117,1,artist,artist,,,,,,,
74843,1117,1,artist,artist,,,,,,,
45720,1221,1,artist,artist,,,,,,,
46879,1706,1,artist,artist,,,,,,,
58052,1219,1,artist,artist,,,,,,,
61253,1845,1,artist,artist,,,,,,,
61257,3473,2,artist,artist after,,,,,,,
93719,3473,2,artist,artist after,,,,,,,
30865,1721,1,artist,artist,,,,,,,
30866,1721,1,artist,artist,,,,,,,
598,1256,1,artist,artist,,,,,,,
98169,1219,1,owner,previous owner,,,,,,,
601,1256,1,artist,artist,,,,,,,
606,1256,1,artist,artist,,,,,,,
607,1256,1,artist,artist,,,,,,,
613,1256,1,artist,artist,,,,,,,
30881,1783,1,artist,artist,,,,,,,
30883,1783,1,artist,artist,,,,,,,
43181,1256,1,artist,artist,,,,,,,
45741,1330,1,artist,artist,,,,,,,
45743,1330,1,artist,artist,,,,,,,
45744,1330,1,artist,artist,,,,,,,
46897,1783,1,artist,artist,,,,,,,
46901,1791,1,artist,artist,,,,,,,
46904,1818,2,artist,artist after,,,,,,,
58053,1219,1,artist,artist,,,,,,,
58057,1221,1,artist,artist,,,,,,,
58059,1221,1,artist,artist,,,,,,,
58060,1221,1,artist,artist,,,,,,,
58061,1221,1,artist,artist,,,,,,,
58064,1221,1,artist,artist,,,,,,,
58066,1221,1,artist,artist,,,,,,,
58067,1221,1,artist,artist,,,,,,,
58068,1221,1,artist,artist,,,,,,,
78740,1330,1,artist,artist,,,,,,,
53442,1932,2,artist,artist after,,,,,,,
58069,1221,1,artist,artist,,,,,,,
58070,1221,1,artist,artist,,,,,,,
58072,1221,1,artist,artist,,,,,,,
40139,1950,2,artist,artist after,,,,,,,
617,1256,1,artist,artist,,,,,,,
103503,1783,1,artist,artist,,,,,,,
103550,1219,1,artist,sculptor,,,,,,,
636,1818,2,artist,artist after,,,,,,,
637,1818,2,artist,artist after,,,,,,,
641,1818,2,artist,artist after,,,,,,,
40157,5058,1,artist,artist,,,,,,,
61314,1966,1,artist,artist,,,,,,,
71398,5058,1,artist,artist,,,,,,,
71399,5058,1,artist,artist,,,,,,,
154408,5058,1,artist,artist,,,,,,,
92213,1791,1,artist,artist,,,,,,,
58111,1256,1,artist,artist,,,,,,,
58113,1256,1,artist,artist,,,,,,,
58116,1256,1,artist,artist,,,,,,,
58117,1256,1,artist,artist,,,,,,,
58118,1256,1,artist,artist,,,,,,,
61318,1966,1,artist,artist,,,,,,,
650,1818,2,artist,artist after,,,,,,,
41645,986,1,artist,artist,,,,,,,
55117,1818,3,artist,artist after,after,,,,,,
58121,1256,1,artist,artist,,,,,,,
58123,1256,1,artist,artist,,,,,,,
58124,1256,1,artist,artist,,,,,,,
58126,1256,1,artist,artist,,,,,,,
58128,1256,1,artist,artist,,,,,,,
58129,1256,1,artist,artist,,,,,,,
58131,1256,1,artist,artist,,,,,,,
58133,1256,1,artist,artist,,,,,,,
58137,1256,1,artist,artist,,,,,,,
58138,1256,1,artist,artist,,,,,,,
58140,1256,1,artist,artist,,,,,,,
58142,1256,1,artist,artist,,,,,,,
58143,1256,1,artist,artist,,,,,,,
58145,1256,1,artist,artist,,,,,,,
58147,1256,1,artist,artist,,,,,,,
58150,1256,1,artist,artist,,,,,,,
58151,1256,1,artist,artist,,,,,,,
58153,1256,1,artist,artist,,,,,,,
76291,1349,1,artist,artist,,,,,,,
78817,1117,1,artist,artist,,,,,,,
78818,1117,1,artist,artist,,,,,,,
78824,1117,1,artist,artist,,,,,,,
78825,1117,1,artist,artist,,,,,,,
78827,1117,1,artist,artist,,,,,,,
78829,1117,1,artist,artist,,,,,,,
78831,1117,1,artist,artist,,,,,,,
78836,1117,1,artist,artist,,,,,,,
78840,1117,1,artist,artist,,,,,,,
58156,1256,1,artist,artist,,,,,,,
58158,1256,1,artist,artist,,,,,,,
58159,1256,1,artist,artist,,,,,,,
45850,1221,1,artist,artist,,,,,,,
45851,1221,1,artist,artist,,,,,,,
46995,1721,1,artist,artist,,,,,,,
46996,1721,1,artist,artist,,,,,,,
46997,1721,1,artist,artist,,,,,,,
47000,1721,1,artist,artist,,,,,,,
47004,1721,1,artist,artist,,,,,,,
47005,1721,1,artist,artist,,,,,,,
47006,1721,1,artist,artist,,,,,,,
47007,1721,1,artist,artist,,,,,,,
742,1353,1,artist,artist,,,,,,,
742,1950,2,artist,artist after,,,,,,,
743,1353,1,artist,artist,,,,,,,
744,1353,1,artist,artist,,,,,,,
32952,1256,3,artist,artist after,,,,,,,
154528,5058,1,artist,artist,,,,,,,
47010,1721,1,artist,artist,,,,,,,
47011,1721,1,artist,artist,,,,,,,
47012,1721,1,artist,artist,,,,,,,
47015,1721,1,artist,artist,,,,,,,
47016,1721,1,artist,artist,,,,,,,
47017,1721,1,artist,artist,,,,,,,
47021,1721,1,artist,artist,,,,,,,
47023,1721,1,artist,artist,,,,,,,
47025,1721,1,artist,artist,,,,,,,
47026,1721,1,artist,artist,,,,,,,
53533,1783,1,artist,artist,,,,,,,
53535,1706,1,artist,artist,,,,,,,
40233,1935,1,artist,artist,,,,,,,
154548,1706,1,artist,sculptor,,,,,,,
47030,1721,1,artist,artist,,,,,,,
47032,1721,1,artist,artist,,,,,,,
47037,1721,1,artist,artist,,,,,,,
47038,1721,1,artist,artist,,,,,,,
47041,1721,1,artist,artist,,,,,,,
56602,5058,1,artist,artist,,,,,,,
56603,5058,1,artist,artist,,,,,,,
56604,5058,1,artist,artist,,,,,,,
56605,5058,1,artist,artist,,,,,,,
56606,1221,1,artist,artist,,,,,,,
61371,1349,1,artist,painter,,,,,,,
61374,1726,1,artist,artist,,,,,,,
61376,1726,1,artist,artist,,,,,,,
61377,1726,1,artist,artist,,,,,,,
74978,989,3,artist,artist,and,,,,,,
32986,1932,1,artist,artist,,,,,,,
32987,1932,1,artist,artist,,,,,,,
32989,1932,1,artist,artist,,,,,,,
32990,1932,1,artist,artist,,,,,,,
78842,1117,1,artist,artist,,,,,,,
78843,1117,1,artist,artist,,,,,,,
78844,1117,1,artist,artist,,,,,,,
78845,1117,1,artist,artist,,,,,,,
78846,1117,1,artist,artist,,,,,,,
78852,1117,1,artist,artist,,,,,,,
78854,1117,1,artist,artist,,,,,,,
78855,1117,1,artist,artist,,,,,,,
78858,1117,1,artist,artist,,,,,,,
78859,1117,1,artist,artist,,,,,,,
78862,1117,1,artist,artist,,,,,,,
78865,1117,1,artist,artist,,,,,,,
34701,1205,1,artist,artist,,,,,,,
34702,1219,1,artist,artist,,,,,,,
34705,1256,1,artist,artist,,,,,,,
34706,1256,1,artist,artist,,,,,,,
154660,1256,2,artist,artist after,formerly attributed to,,,,,,
45872,1726,1,artist,artist,,,,,,,
47044,1721,1,artist,artist,,,,,,,
47045,1721,1,artist,artist,,,,,,,
47047,1721,1,artist,artist,,,,,,,
47052,1721,1,artist,artist,,,,,,,
47053,1721,1,artist,artist,,,,,,,
47059,1721,1,artist,artist,,,,,,,
47060,1721,1,artist,artist,,,,,,,
58206,1818,2,artist,artist after,,,,,,,
73850,1353,1,artist,artist,,,,,,,
73852,1256,1,artist,artist,,,,,,,
73853,1256,1,artist,artist,,,,,,,
845,1256,1,artist,artist,,,,,,,
846,1256,1,artist,artist,,,,,,,
847,1256,1,artist,artist,,,,,,,
849,1256,1,artist,artist,,,,,,,
850,1256,1,artist,artist,,,,,,,
853,1256,1,artist,artist,,,,,,,
36927,1219,1,artist,artist,,,,,,,
41671,989,1,artist,painter,,,,,,,
47062,1721,1,artist,artist,,,,,,,
47065,1721,1,artist,artist,,,,,,,
47067,1721,1,artist,artist,,,,,,,
47069,1721,1,artist,artist,,,,,,,
52169,1219,1,artist,artist,,,,,,,
52170,1219,1,artist,artist,,,,,,,
78867,1117,1,artist,artist,,,,,,,
78868,1117,1,artist,artist,,,,,,,
78869,1117,1,artist,artist,,,,,,,
78873,1117,1,artist,artist,,,,,,,
119074,1935,4,artist,artist,and,,,,,,
129905,1219,1,artist,artist,,,,,,,
137116,1791,1,artist,artist,,,,,,,
140070,5058,1,artist,artist,,,,,,,
156426,1793,1,artist,artist,,,,,,,
144311,1818,2,artist,artist after,,,,,,,
143456,1966,1,artist,artist,,,,,,,
143485,5058,1,artist,artist,,,,,,,
143486,5058,1,artist,artist,,,,,,,
143497,5058,1,artist,artist,,,,,,,
143537,5058,1,artist,artist,,,,,,,
142944,1479,2,artist,artist after,after,,,,,,
143434,1966,1,artist,artist,,,,,,,
143435,1966,1,artist,artist,,,,,,,
143436,1966,1,artist,artist,,,,,,,
143438,1966,1,artist,artist,,,,,,,
143439,1966,1,artist,artist,,,,,,,
142269,1793,1,artist,artist,,,,,,,
142287,1721,1,artist,artist,,,,,,,
142350,1256,1,artist,artist,,,,,,,
142353,1256,1,artist,artist,,,,,,,
142358,1256,1,artist,artist,,,,,,,
142363,1256,1,artist,artist,,,,,,,
139449,1966,1,artist,artist,,,,,,,
140184,1219,1,artist,sculptor,,,,,,,
140184,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
140185,1219,1,artist,sculptor,,,,,,,
140185,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
136561,1932,2,artist,artist after,,,,,,,
136573,1932,2,artist,artist after,,,,,,,
136604,1932,3,artist,artist after,,,,,,,
136629,1932,2,artist,artist after,,,,,,,
136647,1932,2,artist,artist after,,,,,,,
136648,1932,2,artist,artist after,,,,,,,
136651,1932,3,artist,artist after,,,,,,,
136653,1932,2,artist,artist after,,,,,,,
136654,1932,2,artist,artist after,,,,,,,
136655,1932,2,artist,artist after,,,,,,,
136656,1932,2,artist,artist after,,,,,,,
136657,1932,2,artist,artist after,,,,,,,
136663,1932,2,artist,artist after,,,,,,,
136678,1932,2,artist,artist after,,,,,,,
136679,1932,2,artist,artist after,after,,,,,,
135990,1437,1,artist,artist,,,,,,,
135490,1783,1,artist,artist,,,,,,,
136247,1783,1,artist,artist,,,,,,,
136199,1353,1,artist,artist,,,,,,,
136329,1966,1,artist,artist,,,,,,,
134278,1256,1,artist,artist,,,,,,,
128997,5058,1,artist,artist,,,,,,,
128998,5058,1,artist,artist,,,,,,,
129624,5058,1,artist,artist,,,,,,,
123399,1783,1,artist,sculptor,,,,,,,
125733,1932,2,artist,artist after,,,,,,,
155712,1791,1,artist,artist,,,,,,,
67346,1818,1,artist,artist,,,,,,,
33030,1221,1,artist,artist,,,,,,,
33033,1256,1,artist,artist,,,,,,,
36928,1353,1,artist,artist,,,,,,,
36928,1950,2,artist,artist after,,,,,,,
36938,1818,2,artist,artist after,,,,,,,
36939,1791,1,artist,artist,,,,,,,
36940,1791,1,artist,artist,,,,,,,
73867,1219,1,artist,artist,,,,,,,
10717,1349,1,artist,artist,,,,,,,
52178,1349,1,artist,painter,,,,,,,
53587,1706,1,artist,artist,,,,,,,
33052,1932,2,artist,artist after,,,,,,,
33052,1932,3,artist,artist after,after,,,,,,
52184,1706,1,artist,artist,,,,,,,
909,1256,1,artist,artist,,,,,,,
8561,1256,3,artist,artist after,,,,,,,
71501,1783,1,artist,artist,,,,,,,
71502,1783,1,artist,artist,,,,,,,
33057,1932,2,artist,artist after,,,,,,,
33057,1932,3,artist,artist after,after,,,,,,
33059,1932,3,artist,artist after,after,,,,,,
33061,1932,3,artist,artist after,after,,,,,,
34761,1330,1,artist,artist,,,,,,,
156066,1950,3,artist,artist after,,,,,,,
156072,1256,2,artist,artist after,,,,,,,
156076,3473,2,artist,artist after,after,,,,,,
52188,1726,1,artist,artist,,,,,,,
59965,1479,2,artist,artist after,,,,,,,
111164,1221,1,artist,artist,,,,,,,
111165,1221,1,artist,artist,,,,,,,
52197,1791,1,artist,artist,,,,,,,
52198,1791,1,artist,artist,,,,,,,
33064,1932,3,artist,artist after,after,,,,,,
33065,1932,3,artist,artist after,after,,,,,,
33067,1932,3,artist,artist after,after,,,,,,
34784,1706,1,artist,artist,,,,,,,
34785,1706,1,artist,artist,,,,,,,
4073,1256,1,artist,artist,,,,,,,
33070,1932,3,artist,artist after,after,,,,,,
33073,1932,3,artist,artist after,after,,,,,,
33074,1932,3,artist,artist after,after,,,,,,
33076,1932,2,artist,artist after,,,,,,,
33077,1932,2,artist,artist after,,,,,,,
34787,1706,1,artist,artist,,,,,,,
34788,1706,1,artist,artist,,,,,,,
34789,1706,1,artist,artist,,,,,,,
34790,1706,1,artist,artist,,,,,,,
34792,1706,1,artist,artist,,,,,,,
34796,1706,1,artist,artist,,,,,,,
34797,1706,1,artist,artist,,,,,,,
34799,1706,1,artist,artist,,,,,,,
52204,1726,1,owner,previous owner,,,- 1926,,1926.0,,
71551,2594,1,artist,artist,,,,,,,
89678,1221,1,artist,painter,,,,,,,
93918,1935,1,artist,artist,,,,,,,
75175,3473,3,artist,related artist,Follower of,,,,,,
33080,1932,2,artist,artist after,,,,,,,
985,1353,1,artist,artist,,,,,,,
991,1353,1,artist,artist,,,,,,,
45977,1330,1,artist,artist,,,,,,,
48931,1966,19,artist,artist,,,,,,,
52225,1870,1,artist,artist,,,,,,,
56721,1706,1,artist,artist,,,,,,,
70325,1256,1,artist,artist,,,,,,,
89683,1791,1,artist,painter,,,,,,,
93920,1935,1,artist,artist,,,,,,,
93921,1935,1,artist,artist,,,,,,,
93926,1935,1,artist,artist,,,,,,,
93927,1935,1,artist,artist,,,,,,,
93928,1935,1,artist,artist,,,,,,,
93929,1935,1,artist,artist,,,,,,,
45980,1706,1,artist,artist,,,,,,,
45981,1706,1,artist,artist,,,,,,,
45982,1935,1,artist,artist,,,,,,,
45993,1256,1,artist,artist,,,,,,,
52229,1935,1,artist,artist,,,,,,,
33137,1783,1,artist,artist,,,,,,,
33139,1783,1,artist,artist,,,,,,,
45996,1353,1,artist,artist,,,,,,,
48949,1966,1,artist,artist,,,,,,,
123548,5058,1,artist,artist,,,,,,,
8718,1818,2,artist,artist after,,,,,,,
50724,1479,1,artist,painter,,,,,,,
50725,1479,1,artist,painter,,,,,,,
34903,1256,2,artist,artist after,after,,,,,,
6479,1219,1,artist,artist,,,,,,,
6480,1219,1,artist,artist,,,,,,,
6481,1219,1,artist,artist,,,,,,,
6484,1219,1,artist,artist,,,,,,,
6485,1219,1,artist,artist,,,,,,,
43567,1932,2,artist,artist after,,,,,,,
79166,1221,1,artist,artist,,,,,,,
79180,1791,1,artist,artist,,,,,,,
49063,1330,1,artist,artist,,,,,,,
49064,1330,1,artist,artist,,,,,,,
103932,1330,1,artist,artist,,,,,,,
8794,1706,1,artist,artist,,,,,,,
8795,1706,1,artist,artist,,,,,,,
8796,1706,1,artist,artist,,,,,,,
8797,1706,1,artist,artist,,,,,,,
8800,1706,1,artist,artist,,,,,,,
8801,1706,1,artist,artist,,,,,,,
33253,1356,1,artist,painter,,,,,,,
33253,1356,1,owner,previous owner,,", Toledo, Spain",- 1614,,1614.0,,
41848,1117,1,artist,artist,,,,,,,
41850,1117,1,artist,artist,,,,,,,
49066,1330,1,artist,artist,,,,,,,
82276,1818,2,artist,artist after,,,,,,,
106384,1706,1,artist,painter,,,,,,,
75469,1117,1,artist,artist,,,,,,,
46062,1932,2,artist,related artist,Follower of,,,,,,
52309,1791,1,artist,artist,,,,,,,
52311,1791,1,artist,artist,,,,,,,
41853,1117,1,artist,artist,,,,,,,
41854,1117,1,artist,artist,,,,,,,
41855,1117,1,artist,artist,,,,,,,
41857,1117,1,artist,artist,,,,,,,
41863,1117,1,artist,artist,,,,,,,
41864,1117,1,artist,artist,,,,,,,
41865,1117,1,artist,artist,,,,,,,
41867,1117,1,artist,artist,,,,,,,
41868,1117,1,artist,artist,,,,,,,
41869,1117,1,artist,artist,,,,,,,
43625,1353,1,artist,painter,,,,,,,
6570,1256,1,artist,artist,,,,,,,
37196,1085,3,artist,artist after,,,,,,,
37197,3473,3,artist,artist after,,,,,,,
41870,1117,1,artist,artist,,,,,,,
41872,1117,1,artist,artist,,,,,,,
41874,1117,1,artist,artist,,,,,,,
41879,1117,1,artist,artist,,,,,,,
41881,1117,1,artist,artist,,,,,,,
41883,1117,1,artist,artist,,,,,,,
41884,1117,1,artist,artist,,,,,,,
41885,1117,1,artist,artist,,,,,,,
41886,1117,1,artist,artist,,,,,,,
50819,1791,1,artist,artist,,,,,,,
53815,1706,1,artist,artist,,,,,,,
79252,1117,1,artist,artist,,,,,,,
79253,1117,1,artist,artist,,,,,,,
79255,1117,1,artist,artist,,,,,,,
79256,1117,1,artist,artist,,,,,,,
79257,1117,1,artist,artist,,,,,,,
37204,1818,2,artist,artist after,,,,,,,
37205,1818,3,artist,artist after,,,,,,,
37206,3473,3,artist,artist after,,,,,,,
37209,1818,2,artist,artist after,,,,,,,
41888,1117,1,artist,artist,,,,,,,
41890,1117,1,artist,artist,,,,,,,
41891,1117,1,artist,artist,,,,,,,
41892,1117,1,artist,artist,,,,,,,
41893,1117,1,artist,artist,,,,,,,
41895,1117,1,artist,artist,,,,,,,
41897,1117,1,artist,artist,,,,,,,
6574,1256,1,artist,artist,,,,,,,
6575,1256,1,artist,artist,,,,,,,
6576,1256,1,artist,artist,,,,,,,
6578,1256,1,artist,artist,,,,,,,
6594,1256,1,artist,artist,,,,,,,
6595,1256,1,artist,artist,,,,,,,
6597,1256,1,artist,artist,,,,,,,
6598,1256,1,artist,artist,,,,,,,
6599,1256,1,artist,artist,,,,,,,
6603,1256,1,artist,artist,,,,,,,
37212,3473,3,artist,artist after,,,,,,,
37216,1085,2,artist,artist after,,,,,,,
37216,1818,4,artist,artist after,,,,,,,
37218,1085,3,artist,artist after,,,,,,,
41905,1117,1,artist,artist,,,,,,,
41906,1117,1,artist,artist,,,,,,,
41907,1117,1,artist,artist,,,,,,,
41910,1117,1,artist,artist,,,,,,,
41911,1117,1,artist,artist,,,,,,,
41915,1117,1,artist,artist,,,,,,,
41916,1117,1,artist,artist,,,,,,,
41918,1117,1,artist,artist,,,,,,,
41919,1117,1,artist,artist,,,,,,,
55462,1935,1,artist,artist,,,,,,,
6605,1256,1,artist,artist,,,,,,,
6607,1256,1,artist,artist,,,,,,,
6609,1256,1,artist,artist,,,,,,,
6610,1256,1,artist,artist,,,,,,,
6611,1256,1,artist,artist,,,,,,,
6614,1256,1,artist,artist,,,,,,,
6616,1256,1,artist,artist,,,,,,,
66244,3473,2,artist,artist after,,,,,,,
66246,3473,2,artist,artist after,,,,,,,
66247,3473,2,artist,artist after,,,,,,,
6621,1256,1,artist,artist,,,,,,,
6624,1256,1,artist,artist,,,,,,,
6628,1256,1,artist,artist,,,,,,,
6631,1256,1,artist,artist,,,,,,,
37224,1818,3,artist,artist after,,,,,,,
37225,1818,3,artist,artist after,,,,,,,
37230,1818,2,artist,artist after,,,,,,,
37233,1818,2,artist,artist after,,,,,,,
37234,1818,2,artist,artist after,,,,,,,
41921,1117,1,artist,artist,,,,,,,
41923,1117,1,artist,artist,,,,,,,
41925,1117,1,artist,artist,,,,,,,
41926,1117,1,artist,artist,,,,,,,
41933,1117,1,artist,artist,,,,,,,
41934,1117,1,artist,artist,,,,,,,
41935,1117,1,artist,artist,,,,,,,
41937,1117,1,artist,artist,,,,,,,
49158,1935,1,artist,artist,,,,,,,
49160,1935,1,artist,artist,,,,,,,
49161,1935,1,artist,artist,,,,,,,
49162,1935,1,artist,artist,,,,,,,
55478,1221,1,artist,artist,,,,,,,
6637,1256,1,artist,artist,,,,,,,
6638,1256,1,artist,artist,,,,,,,
6639,1256,1,artist,artist,,,,,,,
6641,1256,1,artist,artist,,,,,,,
