objectid,constituentid,displayorder,roletype,role,prefix,suffix,displaydate,beginyear,endyear,country,zipcode
79267,1117,1,artist,artist,,,,,,,
79268,1117,1,artist,artist,,,,,,,
79272,1117,1,artist,artist,,,,,,,
79275,1117,1,artist,artist,,,,,,,
79277,1117,1,artist,artist,,,,,,,
79278,1117,1,artist,artist,,,,,,,
79279,1117,1,artist,artist,,,,,,,
79282,1117,1,artist,artist,,,,,,,
6700,1256,1,artist,artist,,,,,,,
6701,1256,1,artist,artist,,,,,,,
6702,1256,1,artist,artist,,,,,,,
6704,1256,1,artist,artist,,,,,,,
6705,1256,1,artist,artist,,,,,,,
6706,1256,1,artist,artist,,,,,,,
6707,1256,1,artist,artist,,,,,,,
6708,1256,1,artist,artist,,,,,,,
6710,1256,1,artist,artist,,,,,,,
6712,1256,1,artist,artist,,,,,,,
6714,1256,1,artist,artist,,,,,,,
6715,1256,1,artist,artist,,,,,,,
6716,1256,1,artist,artist,,,,,,,
94745,1721,1,artist,artist,,,,,,,
33364,1219,1,artist,artist,,,,,,,
33366,1219,1,artist,artist,,,,,,,
33367,1219,1,artist,artist,,,,,,,
33368,1219,1,artist,artist,,,,,,,
33369,1256,1,artist,artist,,,,,,,
35096,1256,1,artist,artist,,,,,,,
35097,1256,1,artist,artist,,,,,,,
35099,1256,1,artist,artist,,,,,,,
35101,1256,1,artist,artist,,,,,,,
6717,1256,1,artist,artist,,,,,,,
6718,1256,1,artist,artist,,,,,,,
6722,1256,1,artist,artist,,,,,,,
6723,1256,1,artist,artist,,,,,,,
6724,1256,1,artist,artist,,,,,,,
6725,1256,1,artist,artist,,,,,,,
6728,1256,1,artist,artist,,,,,,,
6730,1256,1,artist,artist,,,,,,,
6731,1256,1,artist,artist,,,,,,,
6732,1256,1,artist,artist,,,,,,,
35102,1256,1,artist,artist,,,,,,,
35103,1256,1,artist,artist,,,,,,,
35105,1256,1,artist,artist,,,,,,,
52407,986,2,artist,artist after,,,,,,,
6733,1256,1,artist,artist,,,,,,,
6734,1256,1,artist,artist,,,,,,,
6735,1256,1,artist,artist,,,,,,,
6736,1256,1,artist,artist,,,,,,,
6737,1256,1,artist,artist,,,,,,,
6738,1256,1,artist,artist,,,,,,,
6740,1256,1,artist,artist,,,,,,,
6741,1256,1,artist,artist,,,,,,,
6745,1256,1,artist,artist,,,,,,,
6746,1256,1,artist,artist,,,,,,,
6748,1256,1,artist,artist,,,,,,,
6749,1256,1,artist,artist,,,,,,,
6754,1256,1,artist,artist,,,,,,,
6756,1256,1,artist,artist,,,,,,,
6757,1256,1,artist,artist,,,,,,,
42011,1783,1,artist,artist,,,,,,,
42012,1783,1,artist,artist,,,,,,,
42016,1791,1,artist,artist,,,,,,,
157929,1870,1,artist,artist,,,,,,,
158140,1256,1,artist,artist,,,,,,,
158143,1256,1,artist,artist,,,,,,,
158144,1256,1,artist,artist,,,,,,,
50925,986,3,artist,artist after,,,,,,,
6764,1256,1,artist,artist,,,,,,,
6771,1256,1,artist,artist,,,,,,,
6772,1256,1,artist,artist,,,,,,,
6775,1256,1,artist,artist,,,,,,,
79284,1117,1,artist,artist,,,,,,,
79285,1117,1,artist,artist,,,,,,,
79286,1117,1,artist,artist,,,,,,,
79288,1117,1,artist,artist,,,,,,,
79289,1117,1,artist,artist,,,,,,,
79291,1117,1,artist,artist,,,,,,,
79292,1117,1,artist,artist,,,,,,,
79293,1117,1,artist,artist,,,,,,,
79294,1117,1,artist,artist,,,,,,,
33405,5058,1,artist,artist,,,,,,,
33406,5058,1,artist,artist,,,,,,,
33410,1219,1,owner,previous owner,,,,,,,
33410,1791,1,artist,artist,,,,,,,
6778,1256,1,artist,artist,,,,,,,
6780,1256,1,artist,artist,,,,,,,
6781,1256,1,artist,artist,,,,,,,
6785,1256,1,artist,artist,,,,,,,
6786,1256,1,artist,artist,,,,,,,
6787,1256,1,artist,artist,,,,,,,
43725,1932,1,artist,painter,,,,,,,
43725,1932,3,artist,related artist,Workshop of,,,,,,
158146,1256,1,artist,artist,,,,,,,
79296,1117,1,artist,artist,,,,,,,
79297,1117,1,artist,artist,,,,,,,
42045,1935,1,artist,artist,,,,,,,
42046,1935,1,artist,artist,,,,,,,
42047,1935,1,artist,artist,,,,,,,
42048,1935,1,artist,artist,,,,,,,
6791,1256,1,artist,artist,,,,,,,
6792,1256,1,artist,artist,,,,,,,
6794,1256,1,artist,artist,,,,,,,
6795,1256,1,artist,artist,,,,,,,
6797,1256,1,artist,artist,,,,,,,
6800,1256,1,artist,artist,,,,,,,
6802,1256,1,artist,artist,,,,,,,
6804,1256,1,artist,artist,,,,,,,
6805,1256,1,artist,artist,,,,,,,
6806,1256,1,artist,artist,,,,,,,
6807,1256,1,artist,artist,,,,,,,
6809,1256,1,artist,artist,,,,,,,
6810,1256,1,artist,artist,,,,,,,
42053,1935,1,artist,artist,,,,,,,
42054,1935,1,artist,artist,,,,,,,
42056,1935,1,artist,artist,,,,,,,
42058,1935,1,artist,artist,,,,,,,
42060,1935,1,artist,artist,,,,,,,
42061,1935,1,artist,artist,,,,,,,
42062,1935,1,artist,artist,,,,,,,
42063,1935,1,artist,artist,,,,,,,
42065,1935,1,artist,artist,,,,,,,
42066,1935,1,artist,artist,,,,,,,
42069,1935,1,artist,artist,,,,,,,
43746,3473,2,artist,artist after,,,,,,,
52449,1256,1,artist,artist,,,,,,,
74162,1256,1,artist,artist,,,,,,,
82703,1117,1,artist,artist,,,,,,,
115288,1783,1,artist,artist,,,,,,,
121051,1831,1,artist,painter,,,,,,,
74165,3473,1,artist,artist,,,,,,,
74167,1818,1,artist,artist,,,,,,,
75694,1353,1,artist,artist,,,,,,,
75695,1353,1,artist,artist,,,,,,,
82707,1117,1,artist,artist,,,,,,,
82713,1117,1,artist,artist,,,,,,,
42071,1935,1,artist,artist,,,,,,,
42076,1935,1,artist,artist,,,,,,,
42077,1935,1,artist,artist,,,,,,,
42078,1935,1,artist,artist,,,,,,,
42080,1935,1,artist,artist,,,,,,,
42082,1935,1,artist,artist,,,,,,,
42083,1935,1,artist,artist,,,,,,,
46144,1932,1,artist,painter,,,,,,,
42086,1935,1,artist,artist,,,,,,,
42089,1935,1,artist,artist,,,,,,,
42091,1935,1,artist,artist,,,,,,,
42092,1935,1,artist,artist,,,,,,,
42098,1935,1,artist,artist,,,,,,,
42101,1935,1,artist,artist,,,,,,,
42102,1935,1,artist,artist,,,,,,,
53996,1437,1,artist,artist,,,,,,,
72961,1706,1,artist,artist,,,,,,,
72962,1706,1,artist,artist,,,,,,,
72963,1706,1,artist,artist,,,,,,,
72964,1706,1,artist,artist,,,,,,,
82714,1117,1,artist,artist,,,,,,,
82715,1117,1,artist,artist,,,,,,,
82717,1117,1,artist,artist,,,,,,,
82719,1117,1,artist,artist,,,,,,,
82720,1117,1,artist,artist,,,,,,,
94898,1935,1,artist,artist,,,,,,,
94902,1219,1,artist,painter,,,,,,,
94904,1219,1,artist,artist,,,,,,,
111360,5058,1,artist,artist,,,,,,,
119636,1818,2,artist,artist after,,,,,,,
94905,1219,1,artist,artist,,,,,,,
94910,1219,1,artist,sculptor,,,,,,,
94910,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
94912,1219,1,artist,sculptor,,,,,,,
94912,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
121122,1793,1,artist,artist,,,,,,,
121124,1793,1,artist,artist,,,,,,,
121125,1793,1,artist,artist,,,,,,,
66396,1793,1,artist,artist,,,,,,,
109851,1117,1,artist,artist,,,,,,,
109852,1117,1,artist,artist,,,,,,,
109854,1117,1,artist,artist,,,,,,,
109858,1117,1,artist,artist,,,,,,,
109859,1117,2,artist,artist after,,,,,,,
129436,1791,1,artist,artist,,,,,,,
129438,1791,1,artist,artist,,,,,,,
42107,1935,1,artist,artist,,,,,,,
42110,1935,1,artist,artist,,,,,,,
42114,1935,1,artist,artist,,,,,,,
42115,1935,1,artist,artist,,,,,,,
42116,1935,1,artist,artist,,,,,,,
111402,1221,2,artist,artist after,,,,,,,
111406,1221,1,artist,artist,,,,,,,
111407,1221,1,artist,artist,,,,,,,
82724,1117,1,artist,artist,,,,,,,
82725,1117,1,artist,artist,,,,,,,
82726,1117,1,artist,artist,,,,,,,
82728,1117,1,artist,artist,,,,,,,
82729,1117,1,artist,artist,,,,,,,
82730,1117,1,artist,artist,,,,,,,
55608,1966,6,artist,artist,,,,,,,
1222,1932,1,artist,painter,Assistant of,,,,,,
1223,1932,1,artist,painter,,,,,,,
1223,1932,3,artist,related artist,Workshop of,,,,,,
38984,1221,1,artist,artist,,,,,,,
42120,1935,1,artist,artist,,,,,,,
42121,1935,1,artist,artist,,,,,,,
42124,1935,1,artist,artist,,,,,,,
42125,1935,1,artist,artist,,,,,,,
42127,1935,1,artist,artist,,,,,,,
42129,1935,1,artist,artist,,,,,,,
42130,1935,1,artist,artist,,,,,,,
42133,1935,1,artist,artist,,,,,,,
42135,1935,1,artist,artist,,,,,,,
52505,1932,2,artist,artist after,,,,,,,
54018,3473,2,artist,artist after,,,,,,,
74185,1791,1,artist,artist,,,,,,,
74187,1791,1,artist,artist,,,,,,,
74190,1219,1,artist,artist,,,,,,,
82733,1117,1,artist,artist,,,,,,,
82734,1117,1,artist,artist,,,,,,,
82735,1117,1,artist,artist,,,,,,,
82736,1117,1,artist,artist,,,,,,,
82737,1117,1,artist,artist,,,,,,,
82739,1117,1,artist,artist,,,,,,,
82741,1117,1,artist,artist,,,,,,,
82742,1117,1,artist,artist,,,,,,,
94914,1219,1,artist,sculptor,,,,,,,
94914,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
94915,1219,1,artist,sculptor,,,,,,,
94915,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
74200,1330,1,artist,artist,,,,,,,
74206,1330,1,artist,artist,,,,,,,
74208,1330,1,artist,artist,,,,,,,
82744,1117,1,artist,artist,,,,,,,
82745,1117,1,artist,artist,,,,,,,
82746,1117,1,artist,artist,,,,,,,
82747,1117,1,artist,artist,,,,,,,
82748,1117,1,artist,artist,,,,,,,
82751,1117,1,artist,artist,,,,,,,
82752,1117,1,artist,artist,,,,,,,
54040,1932,2,artist,artist after,,,,,,,
66418,1330,1,artist,painter,,,,,,,
37417,1818,4,artist,artist after,,,,,,,
38996,1219,1,artist,artist,,,,,,,
38997,1330,1,artist,artist,,,,,,,
38998,1330,1,artist,artist,,,,,,,
39001,1330,1,artist,artist,,,,,,,
39004,1330,1,artist,artist,,,,,,,
42154,1935,1,artist,artist,,,,,,,
42155,1935,1,artist,artist,,,,,,,
42156,1935,1,artist,artist,,,,,,,
42159,1935,1,artist,artist,,,,,,,
42160,1935,1,artist,artist,,,,,,,
42161,1935,1,artist,artist,,,,,,,
42163,1935,1,artist,artist,,,,,,,
42169,1935,1,artist,artist,,,,,,,
42141,1935,1,artist,artist,,,,,,,
42142,1935,1,artist,artist,,,,,,,
42143,1935,1,artist,artist,,,,,,,
42144,1935,1,artist,artist,,,,,,,
42145,1935,1,artist,artist,,,,,,,
42147,1935,1,artist,artist,,,,,,,
42148,1935,1,artist,artist,,,,,,,
42150,1935,1,artist,artist,,,,,,,
42152,1935,1,artist,artist,,,,,,,
42153,1935,1,artist,artist,,,,,,,
74196,1330,1,artist,artist,,,,,,,
74198,1330,1,artist,artist,,,,,,,
74199,1330,1,artist,artist,,,,,,,
37440,1932,3,artist,artist after,,,,,,,
39044,1783,1,artist,artist,,,,,,,
39046,1783,1,artist,artist,,,,,,,
42170,1935,1,artist,artist,,,,,,,
42180,1935,1,artist,artist,,,,,,,
42181,1935,1,artist,artist,,,,,,,
42182,1935,1,artist,artist,,,,,,,
42183,1935,1,artist,artist,,,,,,,
42184,1935,1,artist,artist,,,,,,,
46173,1353,1,artist,artist,,,,,,,
66422,2638,1,artist,artist,,,,,,,
66423,1706,1,artist,artist,,,,,,,
66425,1726,1,artist,artist,,,,,,,
74210,1330,1,artist,artist,,,,,,,
74213,1330,1,artist,artist,,,,,,,
74215,1330,1,artist,artist,,,,,,,
74216,1330,1,artist,artist,,,,,,,
74217,1330,1,artist,artist,,,,,,,
74218,1330,1,artist,artist,,,,,,,
75778,1353,1,artist,artist,,,,,,,
75779,1818,1,artist,artist,,,,,,,
75780,1818,1,artist,artist,,,,,,,
75781,1818,1,artist,artist,,,,,,,
75782,1256,1,artist,artist,,,,,,,
82756,1117,1,artist,artist,,,,,,,
82757,1117,1,artist,artist,,,,,,,
159827,1966,1,artist,artist,,,,,,,
159828,1966,1,artist,artist,,,,,,,
159832,1966,1,artist,artist,,,,,,,
159834,1966,1,artist,artist,,,,,,,
47575,1932,2,artist,artist after,,,,,,,
47576,1932,2,artist,artist after,,,,,,,
47585,986,2,artist,artist after,,,,,,,
109883,1783,1,artist,artist,,,,,,,
109886,1783,1,artist,artist,,,,,,,
109888,1783,1,artist,artist,,,,,,,
52556,1256,1,artist,artist,,,,,,,
52557,1256,1,artist,artist,,,,,,,
52558,1256,1,artist,artist,,,,,,,
52560,1256,1,artist,artist,,,,,,,
39047,1783,1,artist,artist,,,,,,,
39048,1783,1,artist,artist,,,,,,,
39050,1783,1,artist,artist,,,,,,,
39052,1783,1,artist,artist,,,,,,,
39054,1783,1,artist,artist,,,,,,,
39055,1783,1,artist,artist,,,,,,,
39057,1783,1,artist,artist,,,,,,,
39060,1783,1,artist,artist,,,,,,,
39062,1783,1,artist,artist,,,,,,,
39063,1783,1,artist,artist,,,,,,,
66427,1791,1,artist,artist,,,,,,,
66429,1791,1,artist,artist,,,,,,,
66430,1791,1,artist,artist,,,,,,,
42187,1935,1,artist,artist,,,,,,,
42190,1935,1,artist,artist,,,,,,,
42192,1935,1,artist,artist,,,,,,,
42197,1935,1,artist,artist,,,,,,,
42198,1935,1,artist,artist,,,,,,,
42201,1935,1,artist,artist,,,,,,,
42203,1935,1,artist,artist,,,,,,,
39065,1783,1,artist,artist,,,,,,,
39066,1783,1,artist,artist,,,,,,,
39067,1783,1,artist,artist,,,,,,,
39068,1783,1,artist,artist,,,,,,,
39069,1783,1,artist,artist,,,,,,,
39071,1783,1,artist,artist,,,,,,,
39072,1783,1,artist,artist,,,,,,,
39073,1783,1,artist,artist,,,,,,,
39076,1783,1,artist,artist,,,,,,,
39078,1783,1,artist,artist,,,,,,,
39080,1783,1,artist,artist,,,,,,,
42204,1935,1,artist,artist,,,,,,,
42206,1935,1,artist,artist,,,,,,,
47586,986,3,artist,artist after,,,,,,,
51098,1256,1,artist,artist,,,,,,,
51100,1256,1,artist,artist,,,,,,,
51102,1256,1,artist,artist,,,,,,,
51104,1256,1,artist,artist,,,,,,,
66437,1935,1,artist,artist,,,,,,,
74224,1330,1,artist,artist,,,,,,,
74227,1330,1,artist,artist,,,,,,,
82762,1117,1,artist,artist,,,,,,,
82763,1117,1,artist,artist,,,,,,,
82764,1117,1,artist,artist,,,,,,,
82765,1117,1,artist,artist,,,,,,,
82767,1117,1,artist,artist,,,,,,,
82771,1117,1,artist,artist,,,,,,,
97318,1783,1,artist,artist,,,,,,,
97319,1783,1,artist,artist,,,,,,,
97321,1706,1,artist,artist,,,,,,,
97323,1721,1,artist,artist,,,,,,,
109892,1783,1,artist,artist,,,,,,,
109895,1783,1,artist,artist,,,,,,,
109898,1783,1,artist,artist,,,,,,,
111437,1221,1,artist,artist,,,,,,,
123721,5058,1,artist,artist,,,,,,,
66444,1219,1,artist,sculptor,,,,,,,
66444,1219,1,owner,previous owner,,,1879 - 1917,1879.0,1917.0,,
66446,1219,1,artist,sculptor,,,,,,,
66446,1219,1,owner,previous owner,,,1889 - 1917,1889.0,1917.0,,
66447,1219,1,artist,sculptor,,,,,,,
66447,1219,1,owner,previous owner,,,1885 - 1917,1885.0,1917.0,,
66448,1219,1,artist,sculptor,,,,,,,
66448,1219,1,owner,previous owner,,,1885 - 1917,1885.0,1917.0,,
66449,1219,1,artist,sculptor,,,,,,,
66449,1219,1,owner,previous owner,,,1892 - 1917,1892.0,1917.0,,
123724,5058,1,artist,artist,,,,,,,
123725,5058,1,artist,artist,,,,,,,
123726,5058,1,artist,artist,,,,,,,
123727,5058,1,artist,artist,,,,,,,
123730,5058,1,artist,artist,,,,,,,
123731,5058,1,artist,artist,,,,,,,
123732,5058,1,artist,artist,,,,,,,
123733,5058,1,artist,artist,,,,,,,
123734,5058,1,artist,artist,,,,,,,
109993,1117,2,artist,artist after,,,,,,,
110000,1706,1,artist,artist,,,,,,,
39081,1783,1,artist,artist,,,,,,,
39082,1783,1,artist,artist,,,,,,,
39083,1783,1,artist,artist,,,,,,,
39084,1783,1,artist,artist,,,,,,,
39085,1783,1,artist,artist,,,,,,,
39089,1783,1,artist,artist,,,,,,,
39090,1783,1,artist,artist,,,,,,,
39092,1783,1,artist,artist,,,,,,,
39097,1783,1,artist,artist,,,,,,,
74230,1330,1,artist,artist,,,,,,,
74231,1330,1,artist,artist,,,,,,,
74236,1330,1,artist,artist,,,,,,,
74238,1330,1,artist,artist,,,,,,,
75793,1479,1,artist,artist,,,,,,,
11447,1706,1,artist,artist,,,,,,,
82772,1117,1,artist,artist,,,,,,,
82775,1117,1,artist,artist,,,,,,,
57121,1721,2,artist,artist,and,,,,,,
39099,1783,1,artist,artist,,,,,,,
39100,1783,1,artist,artist,,,,,,,
39102,1783,1,artist,artist,,,,,,,
39103,1783,1,artist,artist,,,,,,,
39104,1783,1,artist,artist,,,,,,,
39105,1783,1,artist,artist,,,,,,,
39107,1783,1,artist,artist,,,,,,,
39110,1783,1,artist,artist,,,,,,,
39111,1783,1,artist,artist,,,,,,,
39114,1783,1,artist,artist,,,,,,,
52614,1725,1,artist,artist,,,,,,,
54130,1330,1,artist,painter,,,,,,,
66450,1219,1,artist,sculptor,,,,,,,
66450,1219,1,owner,previous owner,,,1896 - 1917,1896.0,1917.0,,
66456,1219,1,artist,sculptor,,,,,,,
66456,1219,1,owner,previous owner,,,1901 - 1917,1901.0,1917.0,,
74239,1330,1,artist,artist,,,,,,,
74240,1330,1,artist,artist,,,,,,,
74241,1330,1,artist,artist,,,,,,,
74242,1330,1,artist,artist,,,,,,,
74243,1330,1,artist,artist,,,,,,,
76940,1966,23,artist,artist,,,,,,,
82783,1117,1,artist,artist,,,,,,,
82784,1117,1,artist,artist,,,,,,,
82785,1117,1,artist,artist,,,,,,,
82786,1117,1,artist,artist,,,,,,,
82789,1117,1,artist,artist,,,,,,,
82790,1117,1,artist,artist,,,,,,,
39116,1783,1,artist,artist,,,,,,,
39118,1783,1,artist,artist,,,,,,,
39120,1783,1,artist,artist,,,,,,,
39123,1783,1,artist,artist,,,,,,,
39124,1783,1,artist,artist,,,,,,,
39125,1783,1,artist,artist,,,,,,,
39128,1783,1,artist,artist,,,,,,,
39130,1783,1,artist,artist,,,,,,,
39131,1783,1,artist,artist,,,,,,,
4767,1353,1,artist,artist,,,,,,,
4771,1353,1,artist,artist,,,,,,,
4773,1353,1,artist,artist,,,,,,,
4774,1353,1,artist,artist,,,,,,,
4776,1353,1,artist,artist,,,,,,,
4777,1353,1,artist,artist,,,,,,,
4778,1353,1,artist,artist,,,,,,,
4780,1353,1,artist,artist,,,,,,,
4781,1353,1,artist,artist,,,,,,,
4782,1353,1,artist,artist,,,,,,,
4785,1353,1,artist,artist,,,,,,,
4786,1353,1,artist,artist,,,,,,,
4787,1353,1,artist,artist,,,,,,,
4788,1353,1,artist,artist,,,,,,,
4790,1353,1,artist,artist,,,,,,,
39134,1783,1,artist,artist,,,,,,,
39135,1783,1,artist,artist,,,,,,,
39136,1783,1,artist,artist,,,,,,,
39138,1783,1,artist,artist,,,,,,,
39139,1783,1,artist,artist,,,,,,,
51144,1349,2,artist,related artist,Imitator of,,,,,,
54143,1966,1,artist,artist,,,,,,,
54144,1966,1,artist,artist,,,,,,,
54145,1966,1,artist,artist,,,,,,,
54147,1966,1,artist,artist,,,,,,,
57151,1818,2,artist,artist after,,,,,,,
66459,1219,1,artist,sculptor,,,,,,,
66459,1219,1,owner,previous owner,,,1896 - 1917,1896.0,1917.0,,
66461,1219,1,artist,sculptor,,,,,,,
66462,1219,1,artist,sculptor,,,,,,,
66464,1219,1,artist,sculptor,,,,,,,
74249,1330,1,artist,artist,,,,,,,
74251,1330,1,artist,artist,,,,,,,
74252,1330,1,artist,artist,,,,,,,
74253,1330,1,artist,artist,,,,,,,
74254,1330,1,artist,artist,,,,,,,
82792,1117,1,artist,artist,,,,,,,
82793,1117,1,artist,artist,,,,,,,
82795,1117,1,artist,artist,,,,,,,
82796,1117,1,artist,artist,,,,,,,
92993,1219,1,artist,artist,,,,,,,
106714,1935,1,artist,artist,,,,,,,
93011,1219,1,artist,artist,,,,,,,
93012,1219,1,artist,artist,,,,,,,
93013,1219,1,artist,artist,,,,,,,
93014,1219,1,artist,artist,,,,,,,
80536,1966,1,artist,artist,,,,,,,
74268,1349,1,artist,artist,,,,,,,
74271,1783,1,artist,artist,,,,,,,
66465,1219,1,artist,sculptor,,,,,,,
39156,1845,1,artist,artist after,,,,,,,
74259,1330,1,artist,artist,,,,,,,
74260,1330,1,artist,artist,,,,,,,
74261,1330,1,artist,artist,,,,,,,
74262,1330,1,artist,artist,,,,,,,
74263,1330,1,artist,artist,,,,,,,
74267,1349,1,artist,artist,,,,,,,
47648,1932,2,artist,artist after,,,,,,,
4792,1353,1,artist,artist,,,,,,,
4794,1353,1,artist,artist,,,,,,,
4795,1353,1,artist,artist,,,,,,,
4796,1353,1,artist,artist,,,,,,,
4799,1353,1,artist,artist,,,,,,,
4800,1353,1,artist,artist,,,,,,,
66506,1783,1,artist,artist,,,,,,,
66510,1791,1,artist,artist,,,,,,,
73123,1783,1,artist,artist,,,,,,,
73124,1783,1,artist,artist,,,,,,,
73125,1783,1,artist,artist,,,,,,,
73126,1783,1,artist,artist,,,,,,,
11538,5058,1,artist,artist,,,,,,,
11528,5058,1,artist,artist,,,,,,,
11532,5058,1,artist,artist,,,,,,,
11537,5058,1,artist,artist,,,,,,,
39171,1935,1,artist,artist,,,,,,,
39175,1935,1,artist,artist,,,,,,,
39176,1935,1,artist,artist,,,,,,,
39177,1935,1,artist,artist,,,,,,,
39178,1935,1,artist,artist,,,,,,,
47655,1117,1,artist,artist,,,,,,,
11544,5058,1,artist,artist,,,,,,,
11548,2594,1,artist,artist,,,,,,,
11549,2594,1,artist,artist,,,,,,,
39182,1935,1,artist,artist,,,,,,,
39188,1935,1,artist,artist,,,,,,,
4876,1330,1,artist,artist,,,,,,,
66488,1219,1,artist,artist,,,,,,,
66492,1349,1,artist,artist,,,,,,,
66492,1706,1,owner,previous owner,,,,,,,
11586,1219,1,owner,previous owner,,,,,,,
11586,1330,1,artist,artist,,,,,,,
161076,5058,1,artist,artist,,,,,,,
73127,1783,1,artist,artist,,,,,,,
73146,1256,2,artist,artist after,,,,,,,
74283,1706,1,artist,artist,,,,,,,
37628,1221,1,artist,artist,,,,,,,
54202,1791,1,artist,artist,,,,,,,
54204,1791,1,artist,artist,,,,,,,
33678,1935,1,artist,artist,,,,,,,
33679,1935,1,artist,artist,,,,,,,
33680,1935,1,artist,artist,,,,,,,
33681,1935,1,artist,artist,,,,,,,
39227,1219,1,artist,artist,,,,,,,
39229,1783,1,artist,artist,,,,,,,
70795,1205,1,artist,artist,,,,,,,
75848,3473,3,artist,artist after,,,,,,,
39249,1219,1,artist,artist,,,,,,,
39252,1256,1,artist,artist,,,,,,,
90728,1783,1,artist,artist,,,,,,,
93025,1706,1,artist,artist,,,,,,,
110272,1219,1,artist,artist,,,,,,,
110273,1219,1,artist,artist,,,,,,,
55803,1791,1,artist,artist,,,,,,,
59018,1256,2,artist,artist after,,,,,,,
9528,1783,1,artist,artist,,,,,,,
9530,1783,1,artist,artist,,,,,,,
9531,1783,1,artist,artist,,,,,,,
9535,1783,1,artist,artist,,,,,,,
55819,1793,1,artist,artist,,,,,,,
39312,1330,1,artist,artist,,,,,,,
39313,1330,1,artist,artist,,,,,,,
39320,1353,1,artist,artist,,,,,,,
93032,1219,1,artist,artist,,,,,,,
93037,1219,1,artist,artist,,,,,,,
93040,1783,1,artist,sculptor,,,,,,,
66581,1219,1,artist,artist,,,,,,,
66590,1935,1,artist,artist,,,,,,,
110292,1219,1,artist,sculptor,,,,,,,
110292,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110293,1219,1,artist,sculptor,,,,,,,
110293,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
72021,1818,2,artist,artist after,,,,,,,
123735,5058,1,artist,artist,,,,,,,
123737,5058,1,artist,artist,,,,,,,
123740,5058,1,artist,artist,,,,,,,
123741,5058,1,artist,artist,,,,,,,
55839,1221,1,artist,artist,and,,,,,,
66592,1935,1,artist,artist,,,,,,,
7343,1330,1,artist,artist,,,,,,,
7345,1330,1,artist,artist,,,,,,,
7346,1330,1,artist,artist,,,,,,,
7350,1330,1,artist,artist,,,,,,,
7351,1330,1,artist,artist,,,,,,,
7352,1330,1,artist,artist,,,,,,,
7357,1818,2,artist,artist after,,,,,,,
72039,1966,1,artist,artist,,,,,,,
110296,1219,1,artist,sculptor,,,,,,,
110296,1219,1,owner,previous owner,,,1880 - 1917,1880.0,1917.0,,
110297,1219,1,artist,sculptor,,,,,,,
110297,1219,1,owner,previous owner,,,1880 - 1917,1880.0,1917.0,,
110300,1219,1,artist,sculptor,,,,,,,
110300,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
117679,1932,2,artist,artist after,,,,,,,
121410,1932,2,artist,artist after,,,,,,,
108314,2594,1,artist,artist,,,,,,,
110303,1219,1,artist,sculptor,,,,,,,
110303,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110304,1219,1,artist,sculptor,,,,,,,
110304,1219,1,owner,previous owner,,,1890 - 1917,1890.0,1917.0,,
110305,1219,1,artist,sculptor,,,,,,,
110305,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110306,1219,1,artist,sculptor,,,,,,,
110306,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110307,1219,1,artist,sculptor,,,,,,,
110307,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110308,1219,1,artist,sculptor,,,,,,,
110308,1219,1,owner,previous owner,,,1890 - 1917,1890.0,1917.0,,
110309,1219,1,artist,sculptor,,,,,,,
110309,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110310,1219,1,artist,sculptor,,,,,,,
110310,1219,1,owner,previous owner,,", Paris, FRA",1860 - 1917,1860.0,1917.0,,
110312,1219,1,artist,sculptor,,,,,,,
110312,1219,1,owner,previous owner,,,1885 - 1917,1885.0,1917.0,,
110313,1219,1,artist,sculptor,,,,,,,
110313,1219,1,owner,previous owner,,,1882 - 1917,1882.0,1917.0,,
110316,1219,1,artist,sculptor,,,,,,,
110316,1219,1,owner,previous owner,,,1900 - 1917,1900.0,1917.0,,
106912,1221,1,artist,artist,,,,,,,
108407,1221,1,artist,artist,,,,,,,
60661,1721,1,artist,artist,,,,,,,
126951,5058,1,artist,artist,,,,,,,
126959,1721,1,artist,artist,,,,,,,
69593,1706,1,artist,artist,,,,,,,
69594,1706,1,artist,artist,,,,,,,
163323,1349,1,artist,painter,,,,,,,
33821,1353,1,artist,artist,,,,,,,
46381,1479,2,artist,artist after,,,,,,,
33851,1783,1,artist,artist,,,,,,,
69605,1966,1,artist,artist,,,,,,,
69606,1966,1,artist,artist,,,,,,,
69608,1966,1,artist,artist,,,,,,,
69609,1966,1,artist,artist,,,,,,,
69610,1966,1,artist,artist,,,,,,,
