objectid,element,dimensiontype,dimension,unitname
641,sheet,width,43.2,centimeters
641,sheet,height,29.1,centimeters
985,overall,width,79.3,centimeters
985,overall,height,119.7,centimeters
991,overall,width,79.4,centimeters
991,overall,height,119.7,centimeters
1157,overall,width,35.1,centimeters
1157,overall,height,26.6,centimeters
1196,overall,width,44.0,centimeters
1196,overall,height,59.5,centimeters
1221,overall,width,106.5,centimeters
1221,overall,height,122.0,centimeters
1836,overall,width,19.8,centimeters
1836,overall,height,28.3,centimeters
6484,plate,width,23.4,centimeters
6484,plate,height,26.8,centimeters
6485,image,width,24.6,centimeters
6485,image,height,32.8,centimeters
6575,sheet,width,11.8,centimeters
6575,sheet,height,12.0,centimeters
6594,sheet,width,7.9,centimeters
6594,sheet,height,10.9,centimeters
6595,sheet,width,7.2,centimeters
6595,sheet,height,11.6,centimeters
6598,sheet,width,7.1,centimeters
6598,sheet,height,11.6,centimeters
6603,plate,width,23.3,centimeters
6603,plate,height,33.5,centimeters
6607,sheet,width,16.0,centimeters
6607,sheet,height,22.3,centimeters
6637,sheet,width,10.1,centimeters
6637,sheet,height,24.8,centimeters
6649,sheet,width,13.9,centimeters
6649,sheet,height,19.1,centimeters
6670,sheet,width,13.1,centimeters
6670,sheet,height,17.5,centimeters
6676,plate,width,10.7,centimeters
6676,plate,height,16.4,centimeters
6682,sheet,width,28.0,centimeters
6682,sheet,height,38.5,centimeters
6747,sheet,width,20.8,centimeters
6747,sheet,height,29.3,centimeters
6783,sheet,width,9.7,centimeters
6783,sheet,height,12.7,centimeters
6817,overall,width,14.7,centimeters
6817,overall,height,20.8,centimeters
6948,plate,width,11.9,centimeters
6948,plate,height,15.9,centimeters
9527,plate,height,28.7,centimeters
7347,image,width,22.86,centimeters
7347,image,height,24.13,centimeters
7349,image,width,29.1,centimeters
7349,image,height,19.3,centimeters
7469,plate,width,15.2,centimeters
7469,plate,height,21.8,centimeters
7502,plate,width,15.1,centimeters
7502,plate,height,21.4,centimeters
8106,image,width,26.8,centimeters
8106,image,height,43.4,centimeters
8794,sheet,width,35.8,centimeters
8794,sheet,height,52.8,centimeters
8797,overall,width,32.5,centimeters
8797,overall,height,24.8,centimeters
9489,sheet,width,6.1,centimeters
9489,sheet,height,8.5,centimeters
9527,plate,width,32.8,centimeters
10141,sheet,width,10.8,centimeters
10141,sheet,height,22.1,centimeters
10145,sheet,width,24.6,centimeters
10145,sheet,height,20.8,centimeters
10148,sheet,width,25.9,centimeters
10148,sheet,height,31.3,centimeters
10717,plate,width,15.0,centimeters
10717,plate,height,18.2,centimeters
11394,overall,width,20.6,centimeters
11394,overall,height,14.3,centimeters
11546,sheet,width,38.8,centimeters
11546,sheet,height,48.3,centimeters
11547,overall,width,16.8,centimeters
11547,overall,height,15.8,centimeters
11587,sheet,width,13.6,centimeters
11587,sheet,height,20.4,centimeters
12204,overall,width,110.5,centimeters
12204,overall,height,168.0,centimeters
30231,overall,width,137.0,centimeters
30231,overall,height,104.0,centimeters
30596,plate,width,32.4,centimeters
30596,plate,height,24.9,centimeters
32137,overall,width,59.8,centimeters
32137,overall,height,45.6,centimeters
32619,plate,width,15.0,centimeters
32619,plate,height,10.4,centimeters
33253,overall,width,172.5,centimeters
33253,overall,height,137.5,centimeters
33648,plate,width,12.9,centimeters
33648,plate,height,17.8,centimeters
33649,plate,width,23.7,centimeters
33649,plate,height,17.8,centimeters
33651,sheet,width,8.1,centimeters
33651,sheet,height,10.7,centimeters
33772,sheet,width,23.5,centimeters
33772,sheet,height,32.9,centimeters
33799,sheet,width,11.8,centimeters
33799,sheet,height,18.5,centimeters
33817,overall,width,27.3,centimeters
33817,overall,height,18.1,centimeters
33818,sheet,width,59.7,centimeters
33818,sheet,height,32.7,centimeters
33906,sheet,width,37.8,centimeters
33906,sheet,height,55.8,centimeters
33910,image,width,40.3,centimeters
33910,image,height,52.4,centimeters
33911,image,width,38.3,centimeters
33911,image,height,52.0,centimeters
33912,image,width,52.2,centimeters
33912,image,height,40.0,centimeters
33921,image,width,17.0,centimeters
33921,image,height,27.4,centimeters
33922,image,width,20.4,centimeters
33922,image,height,26.2,centimeters
33924,image,width,18.6,centimeters
33924,image,height,26.7,centimeters
33925,image,width,23.5,centimeters
33925,image,height,20.5,centimeters
33926,image,width,20.2,centimeters
33926,image,height,27.2,centimeters
33928,image,width,21.0,centimeters
33928,image,height,26.6,centimeters
33929,image,width,19.4,centimeters
33929,image,height,25.8,centimeters
33930,image,width,20.0,centimeters
33930,image,height,26.0,centimeters
33944,sheet,width,28.1,centimeters
33944,sheet,height,38.6,centimeters
34025,overall,width,26.2,centimeters
34025,overall,height,42.2,centimeters
34027,image,width,20.5,centimeters
34027,image,height,35.8,centimeters
34701,plate,width,28.6,centimeters
34701,plate,height,45.0,centimeters
34702,plate,width,11.75,centimeters
34702,plate,height,16.03,centimeters
35095,sheet,width,19.0,centimeters
35095,sheet,height,25.4,centimeters
35100,plate,width,26.0,centimeters
35100,plate,height,35.7,centimeters
35104,sheet,width,12.3,centimeters
35104,sheet,height,19.1,centimeters
36927,sheet,width,31.0,centimeters
36927,sheet,height,22.5,centimeters
38982,sheet,width,18.0,centimeters
38982,sheet,height,23.0,centimeters
38983,sheet,width,17.0,centimeters
38983,sheet,height,27.0,centimeters
39005,image,width,15.7,centimeters
39005,image,height,30.2,centimeters
39007,image,width,20.5,centimeters
39007,image,height,35.8,centimeters
39042,plate,width,26.6,centimeters
39042,plate,height,19.5,centimeters
39043,plate,width,19.4,centimeters
39043,plate,height,26.8,centimeters
39045,plate,width,19.4,centimeters
39045,plate,height,26.8,centimeters
39049,plate,width,19.2,centimeters
39049,plate,height,26.7,centimeters
39051,plate,width,19.3,centimeters
39051,plate,height,26.7,centimeters
39053,plate,width,19.2,centimeters
39053,plate,height,26.7,centimeters
39056,plate,width,26.5,centimeters
39056,plate,height,19.2,centimeters
39058,plate,width,26.8,centimeters
39058,plate,height,19.4,centimeters
39059,plate,width,26.7,centimeters
39059,plate,height,19.4,centimeters
39061,plate,width,26.8,centimeters
39061,plate,height,19.4,centimeters
39064,plate,width,26.5,centimeters
39064,plate,height,19.3,centimeters
39079,plate,width,19.3,centimeters
39079,plate,height,26.8,centimeters
39088,plate,width,22.1,centimeters
39088,plate,height,31.3,centimeters
39094,plate,width,31.2,centimeters
39094,plate,height,22.3,centimeters
39095,plate,width,17.8,centimeters
39095,plate,height,23.5,centimeters
39096,plate,width,21.8,centimeters
39096,plate,height,31.1,centimeters
39098,plate,width,22.2,centimeters
39098,plate,height,31.3,centimeters
39101,plate,width,36.6,centimeters
39101,plate,height,29.7,centimeters
39108,plate,width,29.2,centimeters
39108,plate,height,36.5,centimeters
39109,plate,width,36.8,centimeters
39109,plate,height,29.8,centimeters
39113,plate,width,34.7,centimeters
39113,plate,height,24.7,centimeters
39189,overall,width,38.42,centimeters
39189,overall,height,56.67,centimeters
39228,plate,width,69.1,centimeters
39228,plate,height,49.6,centimeters
39311,image,width,35.7,centimeters
39311,image,height,20.5,centimeters
39314,image,width,20.5,centimeters
39314,image,height,35.6,centimeters
39742,overall,width,45.1,centimeters
39742,overall,height,60.0,centimeters
39758,overall,width,93.4,centimeters
39758,overall,height,60.4,centimeters
39823,sheet,width,38.2,centimeters
39823,sheet,height,54.1,centimeters
39824,image,width,31.6,centimeters
39824,image,height,26.3,centimeters
39834,plate,width,35.6,centimeters
39834,plate,height,24.7,centimeters
39843,plate,width,35.7,centimeters
39843,plate,height,24.5,centimeters
39844,plate,width,35.7,centimeters
39844,plate,height,24.5,centimeters
39902,image,width,28.5,centimeters
39902,image,height,21.0,centimeters
41594,overall,width,97.3,centimeters
41594,overall,height,122.4,centimeters
41598,overall,width,42.2,centimeters
41598,overall,height,52.4,centimeters
41645,overall,width,31.0,centimeters
41645,overall,height,93.0,centimeters
41671,overall,width,52.5,centimeters
41671,overall,height,75.5,centimeters
41905,plate,width,24.0,centimeters
41905,plate,height,29.5,centimeters
41957,sheet,width,8.5,centimeters
41957,sheet,height,11.5,centimeters
41966,image,width,21.5,centimeters
41966,image,height,16.2,centimeters
42013,plate,width,17.9,centimeters
42013,plate,height,23.5,centimeters
42014,plate,width,8.7,centimeters
42014,plate,height,12.0,centimeters
42049,overall,width,32.2,centimeters
42049,overall,height,51.4,centimeters
42055,sheet,width,63.5,centimeters
42055,sheet,height,44.3,centimeters
42079,sheet,width,27.0,centimeters
42079,sheet,height,37.5,centimeters
42167,overall,width,38.0,centimeters
42167,overall,height,28.0,centimeters
42168,image,width,46.2,centimeters
42168,image,height,62.5,centimeters
42185,image,width,36.1,centimeters
42185,image,height,51.8,centimeters
42193,sheet,width,49.4,centimeters
42193,sheet,height,64.2,centimeters
42643,sheet,width,33.4,centimeters
42643,sheet,height,49.9,centimeters
42668,plate,width,17.7,centimeters
42668,plate,height,18.7,centimeters
42691,image,width,38.0,centimeters
42691,image,height,56.0,centimeters
42803,sheet,width,12.2,centimeters
42803,sheet,height,20.4,centimeters
43093,overall,width,29.8,centimeters
43093,overall,height,19.7,centimeters
43625,overall,width,84.5,centimeters
43625,overall,height,103.5,centimeters
43722,overall,width,118.1,centimeters
43722,overall,height,141.0,centimeters
43723,overall,width,83.2,centimeters
43723,overall,height,65.4,centimeters
45347,overall,height,7.23,centimeters
45348,overall,height,7.23,centimeters
45743,image,width,26.2,centimeters
45743,image,height,20.1,centimeters
45851,plate,width,17.4,centimeters
45851,plate,height,21.4,centimeters
45872,overall,width,92.5,centimeters
45872,overall,height,74.0,centimeters
46062,overall,width,132.1,centimeters
46062,overall,height,99.8,centimeters
46468,overall,width,83.7,centimeters
46468,overall,height,105.5,centimeters
46469,overall,width,77.5,centimeters
46469,overall,height,109.5,centimeters
46485,overall,width,90.2,centimeters
46485,overall,height,61.3,centimeters
46486,overall,width,58.9,centimeters
46486,overall,height,88.8,centimeters
46492,overall,width,80.8,centimeters
46492,overall,height,98.9,centimeters
46493,overall,width,65.1,centimeters
46493,overall,height,81.1,centimeters
46494,overall,depth,0.5,centimeters
46494,overall,width,18.7,centimeters
46494,overall,height,24.4,centimeters
46502,overall,width,38.0,centimeters
46502,overall,height,46.3,centimeters
46514,overall,width,49.4,centimeters
46514,overall,height,61.3,centimeters
46515,overall,width,24.4,centimeters
46515,overall,height,35.6,centimeters
46516,overall,width,33.3,centimeters
46516,overall,height,41.3,centimeters
46519,overall,width,60.3,centimeters
46519,overall,height,92.4,centimeters
46521,overall,width,100.9,centimeters
46521,overall,height,65.4,centimeters
46523,overall,width,92.5,centimeters
46523,overall,height,81.3,centimeters
46527,overall,width,68.3,centimeters
46527,overall,height,92.8,centimeters
46528,overall,width,70.2,centimeters
46528,overall,height,105.5,centimeters
46537,overall,width,126.8,centimeters
46537,overall,height,100.3,centimeters
46541,overall,width,52.9,centimeters
46541,overall,height,67.8,centimeters
46542,overall,width,89.2,centimeters
46542,overall,height,100.0,centimeters
46543,overall,width,36.5,centimeters
46543,overall,height,47.4,centimeters
46551,overall,width,46.7,centimeters
46551,overall,height,81.1,centimeters
46588,overall,width,72.5,centimeters
46588,overall,height,85.5,centimeters
46589,overall,width,72.9,centimeters
46589,overall,height,60.0,centimeters
46590,overall,width,267.0,centimeters
46590,overall,height,166.7,centimeters
46597,overall,width,180.2,centimeters
46597,overall,height,151.1,centimeters
46599,overall,width,92.0,centimeters
46599,overall,height,72.9,centimeters
46601,overall,width,38.1,centimeters
46601,overall,height,46.5,centimeters
46623,overall,width,89.5,centimeters
46623,overall,height,71.1,centimeters
46628,overall,width,47.5,centimeters
46628,overall,height,59.1,centimeters
46640,overall,width,80.1,centimeters
46640,overall,height,95.2,centimeters
46642,overall,width,50.2,centimeters
46642,overall,height,65.1,centimeters
46645,overall,width,51.4,centimeters
46645,overall,height,66.1,centimeters
46646,overall,width,38.1,centimeters
46646,overall,height,55.3,centimeters
46647,overall,width,64.8,centimeters
46647,overall,height,100.3,centimeters
46649,overall,width,73.0,centimeters
46649,overall,height,115.9,centimeters
46650,overall,width,33.2,centimeters
46650,overall,height,46.2,centimeters
46654,overall,width,65.8,centimeters
46654,overall,height,100.05,centimeters
46655,overall,width,100.5,centimeters
46655,overall,height,81.5,centimeters
46656,overall,width,73.0,centimeters
46656,overall,height,99.6,centimeters
46658,overall,width,100.0,centimeters
46658,overall,height,65.1,centimeters
46664,overall,width,50.2,centimeters
46664,overall,height,61.0,centimeters
46665,overall,width,229.6,centimeters
46665,overall,height,212.8,centimeters
46666,overall,width,69.9,centimeters
46666,overall,height,100.0,centimeters
46668,overall,width,60.2,centimeters
46668,overall,height,73.0,centimeters
46672,overall,width,93.7,centimeters
46672,overall,height,151.5,centimeters
46673,overall,width,92.1,centimeters
46673,overall,height,73.2,centimeters
46688,overall,width,129.5,centimeters
46688,overall,height,140.6,centimeters
46689,overall,width,64.7,centimeters
46689,overall,height,54.3,centimeters
46690,overall,width,55.8,centimeters
46690,overall,height,46.3,centimeters
46694,overall,width,50.9,centimeters
46694,overall,height,67.5,centimeters
46713,overall,depth,20.7,centimeters
46713,overall,width,18.0,centimeters
46713,overall,height,67.9,centimeters
46714,overall,depth,11.2,centimeters
46714,overall,width,32.7,centimeters
46714,overall,height,12.8,centimeters
46716,overall,depth,24.8,centimeters
46716,overall,width,16.5100330201,centimeters
46716,overall,height,65.2,centimeters
46901,plate,width,16.8,centimeters
46901,plate,height,24.7,centimeters
47804,sheet,width,27.0,centimeters
47804,sheet,height,37.5,centimeters
47816,plate,width,17.0,centimeters
47816,plate,height,26.3,centimeters
48302,overall,width,37.5,centimeters
48302,overall,height,57.0,centimeters
48529,image,width,64.0,centimeters
48529,image,height,53.0,centimeters
49063,sheet,width,51.0,centimeters
49063,sheet,height,33.2,centimeters
49064,sheet,width,51.0,centimeters
49064,sheet,height,33.2,centimeters
49066,sheet,width,34.5,centimeters
49066,sheet,height,45.8,centimeters
49160,image,width,52.1,centimeters
49160,image,height,40.5,centimeters
49161,overall,width,40.1,centimeters
49161,overall,height,52.0,centimeters
49162,image,width,39.9,centimeters
49162,image,height,52.3,centimeters
49174,overall,width,53.1,centimeters
49174,overall,height,40.3,centimeters
50214,overall,width,46.8,centimeters
50214,overall,height,63.2,centimeters
50724,overall,width,37.0,centimeters
50724,overall,height,38.1,centimeters
50725,overall,width,37.0,centimeters
50725,overall,height,38.1,centimeters
50819,sheet,width,23.5,centimeters
50819,sheet,height,15.5,centimeters
52169,overall,width,18.8,centimeters
52169,overall,height,24.2,centimeters
52170,overall,width,17.1,centimeters
52170,overall,height,21.8,centimeters
52178,overall,width,60.9,centimeters
52178,overall,height,46.1,centimeters
52184,overall,width,24.8,centimeters
52184,overall,height,17.0,centimeters
52188,overall,width,80.3,centimeters
52188,overall,height,61.0,centimeters
52197,overall,width,73.0,centimeters
52197,overall,height,54.3,centimeters
52198,overall,width,92.1,centimeters
52198,overall,height,73.4,centimeters
52204,overall,width,68.0,centimeters
52204,overall,height,50.4,centimeters
52225,overall,width,25.0,centimeters
52225,overall,height,15.9,centimeters
52229,overall,width,14.9,centimeters
52229,overall,height,23.8,centimeters
52309,overall,width,31.3,centimeters
52309,overall,height,24.0,centimeters
52311,overall,width,17.4,centimeters
52311,overall,height,25.2,centimeters
52381,overall,depth,27.3,centimeters
52381,overall,width,27.9,centimeters
52381,overall,height,60.6,centimeters
52390,overall,width,54.4,centimeters
52390,overall,height,65.2,centimeters
52609,overall,width,7.2,centimeters
52609,overall,height,8.3,centimeters
53043,plate,width,29.8,centimeters
53043,plate,height,37.0,centimeters
53096,overall,width,28.4,centimeters
53096,overall,height,38.0,centimeters
53125,overall,width,91.4,centimeters
53125,overall,height,64.8,centimeters
53127,overall,width,51.2,centimeters
53127,overall,height,80.1,centimeters
53129,overall,width,93.6,centimeters
53129,overall,height,74.3,centimeters
53130,overall,width,68.5,centimeters
53130,overall,height,91.7576835154,centimeters
53137,overall,width,81.0,centimeters
53137,overall,height,100.3,centimeters
53138,overall,width,73.0,centimeters
53138,overall,height,92.0,centimeters
53140,overall,width,57.2,centimeters
53140,overall,height,75.0,centimeters
53385,sheet,width,40.1,centimeters
53385,sheet,height,26.5,centimeters
53535,overall,depth,3.18,centimeters
53535,overall,width,389.26,centimeters
53535,overall,height,170.82,centimeters
53587,overall,width,623.3,centimeters
53587,overall,height,453.9,centimeters
53815,overall,width,154.0,centimeters
53815,overall,height,295.5,centimeters
54619,plate,width,6.8,centimeters
54619,plate,height,10.8,centimeters
54725,overall,width,55.8,centimeters
54725,overall,height,36.8,centimeters
54954,sheet,width,16.0,centimeters
54954,sheet,height,23.6,centimeters
55478,sheet,width,35.2,centimeters
55478,sheet,height,47.3,centimeters
55649,plate,width,35.6,centimeters
55649,plate,height,24.5,centimeters
55698,plate,width,22.0,centimeters
55698,plate,height,27.7,centimeters
56109,overall,width,75.6,centimeters
56109,overall,height,65.5,centimeters
56281,overall,width,18.0,centimeters
56281,overall,height,18.0,centimeters
56332,sheet,width,33.0,centimeters
56332,sheet,height,50.3,centimeters
56602,image,width,51.9,centimeters
56602,image,height,40.3,centimeters
56603,image,width,51.5,centimeters
56603,image,height,40.3,centimeters
56604,sheet,width,51.0,centimeters
56604,sheet,height,46.2,centimeters
56605,image,width,50.5,centimeters
56605,image,height,45.7,centimeters
56721,overall,width,81.9,centimeters
56721,overall,height,117.5,centimeters
56894,sheet,width,28.3,centimeters
56894,sheet,height,18.7,centimeters
57135,overall,width,39.5,centimeters
57135,overall,height,27.6,centimeters
57433,image,width,24.6,centimeters
57433,image,height,32.8,centimeters
57514,support,width,21.9,centimeters
57514,support,height,12.7,centimeters
57517,sheet,width,64.9,centimeters
57517,sheet,height,41.9,centimeters
57518,sheet,depth,1.43,centimeters
57518,sheet,width,63.5,centimeters
57518,sheet,height,42.07,centimeters
57521,sheet,width,64.9,centimeters
57521,sheet,height,41.9,centimeters
57522,sheet,width,65.0,centimeters
57522,sheet,height,42.1,centimeters
57525,sheet,width,65.1,centimeters
57525,sheet,height,42.0,centimeters
57527,sheet,width,65.0,centimeters
57527,sheet,height,42.1,centimeters
57531,sheet,width,65.0,centimeters
57531,sheet,height,42.0,centimeters
57532,sheet,width,65.5,centimeters
57532,sheet,height,42.0,centimeters
57534,sheet,width,65.1,centimeters
57534,sheet,height,42.1,centimeters
57537,sheet,width,64.8,centimeters
57537,sheet,height,42.2,centimeters
57576,overall,width,41.3,centimeters
57576,overall,height,26.3,centimeters
57872,sheet,width,29.7,centimeters
57872,sheet,height,21.1,centimeters
58111,sheet,width,32.1,centimeters
58111,sheet,height,41.3,centimeters
59965,overall,width,9.9,centimeters
59965,overall,height,4.5,centimeters
60664,plate,width,32.5,centimeters
60664,plate,height,28.7,centimeters
60783,overall,width,39.3,centimeters
60783,overall,height,57.8,centimeters
60784,sheet,width,21.3,centimeters
60784,sheet,height,27.3,centimeters
61106,overall,width,97.0,centimeters
61106,overall,height,130.0,centimeters
61111,sheet,width,44.2,centimeters
61111,sheet,height,32.4,centimeters
61112,sheet,width,44.3,centimeters
61112,sheet,height,32.8,centimeters
61114,sheet,width,44.4,centimeters
61114,sheet,height,32.4,centimeters
61115,sheet,width,44.3,centimeters
61115,sheet,height,32.6,centimeters
61116,sheet,width,44.2,centimeters
61116,sheet,height,32.6,centimeters
61118,sheet,width,44.3,centimeters
61118,sheet,height,32.4,centimeters
61120,sheet,width,44.4,centimeters
61120,sheet,height,32.6,centimeters
61121,sheet,width,44.4,centimeters
61121,sheet,height,32.5,centimeters
61171,overall,width,27.0,centimeters
61171,overall,height,35.9,centimeters
61239,sheet,width,22.5,centimeters
61239,sheet,height,31.2,centimeters
61240,plate,width,21.7,centimeters
61240,plate,height,27.8,centimeters
61253,overall,width,162.5,centimeters
61253,overall,height,129.5,centimeters
61257,overall,width,24.4,centimeters
61257,overall,height,18.0,centimeters
61318,overall,width,208.2,centimeters
61318,overall,height,208.2,centimeters
61371,overall,width,66.0,centimeters
61371,overall,height,48.9,centimeters
61374,overall,width,79.7,centimeters
61374,overall,height,60.0,centimeters
61376,overall,width,65.4,centimeters
61376,overall,height,50.2,centimeters
61377,overall,width,101.6,centimeters
61377,overall,height,65.7,centimeters
62328,overall,width,5.1,centimeters
62328,overall,height,15.5,centimeters
62407,page size,width,47.5,centimeters
62407,page size,height,66.3,centimeters
62415,page size,width,43.0,centimeters
62415,page size,height,59.1,centimeters
62641,overall,width,65.2,centimeters
62641,overall,height,49.2,centimeters
63252,sheet,width,24.0,centimeters
63252,sheet,height,29.4,centimeters
65584,sheet,width,40.8,centimeters
65584,sheet,height,27.1,centimeters
66244,plate,width,43.0,centimeters
66244,plate,height,55.5,centimeters
66246,plate,width,41.6,centimeters
66246,plate,height,56.0,centimeters
66247,plate,width,41.6,centimeters
66247,plate,height,56.0,centimeters
66394,overall,width,24.8,centimeters
66394,overall,height,26.7,centimeters
66395,overall,width,17.7,centimeters
66395,overall,height,52.0,centimeters
66397,overall,width,18.7,centimeters
66397,overall,height,22.8,centimeters
66408,overall,width,63.9,centimeters
66408,overall,height,54.1,centimeters
66409,overall,width,75.6,centimeters
66409,overall,height,81.3,centimeters
66424,overall,width,100.7,centimeters
66424,overall,height,82.5,centimeters
66428,overall,width,41.0,centimeters
66428,overall,height,27.7,centimeters
66436,overall,width,61.0,centimeters
66436,overall,height,46.4,centimeters
66460,overall,depth,35.8,centimeters
66460,overall,width,35.0,centimeters
66460,overall,height,99.4,centimeters
66489,overall,width,48.0,centimeters
66489,overall,height,32.0,centimeters
66505,overall,width,28.5,centimeters
66505,overall,height,34.0,centimeters
66507,overall,width,49.2,centimeters
66507,overall,height,64.2,centimeters
66508,overall,width,25.2,centimeters
66508,overall,height,19.0,centimeters
66509,overall,width,30.5,centimeters
66509,overall,height,24.0,centimeters
66580,sheet,width,53.9,centimeters
66580,sheet,height,35.3,centimeters
66582,plate,width,37.7,centimeters
66582,plate,height,27.5,centimeters
66591,sheet,width,54.6,centimeters
66591,sheet,height,33.9,centimeters
67346,overall,width,67.0,centimeters
67346,overall,height,93.8,centimeters
69389,overall,width,58.1,centimeters
69389,overall,height,72.7,centimeters
69595,image,width,27.0,centimeters
69595,image,height,19.0,centimeters
69607,sheet,width,69.3,centimeters
69607,sheet,height,103.5,centimeters
69613,sheet,width,69.1,centimeters
69613,sheet,height,102.8,centimeters
69616,sheet,width,69.8,centimeters
69616,sheet,height,103.2,centimeters
69618,sheet,width,69.5,centimeters
69618,sheet,height,103.0,centimeters
69619,sheet,width,69.5,centimeters
69619,sheet,height,103.7,centimeters
69621,sheet,width,69.9,centimeters
69621,sheet,height,103.1,centimeters
69624,sheet,width,69.5,centimeters
69624,sheet,height,103.5,centimeters
69625,sheet,width,91.5,centimeters
69625,sheet,height,91.5,centimeters
69626,sheet,width,91.5,centimeters
69626,sheet,height,91.5,centimeters
69627,sheet,width,91.6,centimeters
69627,sheet,height,91.6,centimeters
69628,sheet,width,91.5,centimeters
69628,sheet,height,91.5,centimeters
69631,sheet,width,91.5,centimeters
69631,sheet,height,91.6,centimeters
69632,sheet,width,91.6,centimeters
69632,sheet,height,91.6,centimeters
69633,sheet,width,91.5,centimeters
69633,sheet,height,91.6,centimeters
69634,sheet,width,91.5,centimeters
69634,sheet,height,91.5,centimeters
69660,overall,depth,3.3,centimeters
69660,overall,width,141.3,centimeters
69660,overall,height,123.8,centimeters
69992,sheet,width,21.9,centimeters
69992,sheet,height,29.2,centimeters
70325,sheet,width,21.6,centimeters
70325,sheet,height,30.5,centimeters
71071,overall,width,65.1,centimeters
71071,overall,height,54.0,centimeters
71326,overall,width,33.8,centimeters
71326,overall,height,42.5,centimeters
71398,image,width,45.1,centimeters
71398,image,height,47.0,centimeters
71399,image,width,44.0,centimeters
71399,image,height,60.3,centimeters
71501,overall,width,26.1,centimeters
71501,overall,height,32.9,centimeters
71502,overall,width,32.7,centimeters
71502,overall,height,24.7,centimeters
71551,overall,width,18.1,centimeters
71551,overall,height,22.8,centimeters
71794,image,width,33.3,centimeters
71794,image,height,41.4,centimeters
72012,overall,width,149.0,centimeters
72012,overall,height,145.0,centimeters
72036,overall,width,32.2,centimeters
72036,overall,height,9.8,centimeters
72046,page size,width,32.4,centimeters
72046,page size,height,47.0,centimeters
72138,overall,width,82.5,centimeters
72138,overall,height,61.0,centimeters
72160,image,width,15.1,centimeters
72160,image,height,9.1,centimeters
72163,image,width,19.1,centimeters
72163,image,height,24.9,centimeters
72178,sheet,width,49.7,centimeters
72178,sheet,height,65.8,centimeters
72321,overall,width,9.3,centimeters
72321,overall,height,9.3,centimeters
72329,overall,width,40.8,centimeters
72329,overall,height,61.0,centimeters
72886,overall,width,100.0,centimeters
72886,overall,height,81.0,centimeters
72952,image,width,10.5,centimeters
72952,image,height,12.9,centimeters
72965,plate,width,21.5,centimeters
72965,plate,height,27.7,centimeters
72966,plate,width,21.5,centimeters
72966,plate,height,27.4,centimeters
72967,plate,width,21.2,centimeters
72967,plate,height,27.3,centimeters
73445,overall,depth,15.2,centimeters
73445,overall,width,231.1,centimeters
73445,overall,height,152.4,centimeters
73451,overall,width,4.1,centimeters
73451,overall,height,7.9,centimeters
73589,plate,width,23.9,centimeters
73589,plate,height,29.7,centimeters
73590,plate,width,36.9,centimeters
73590,plate,height,29.8,centimeters
73852,overall,width,14.1,centimeters
73852,overall,height,26.7,centimeters
73853,overall,width,14.1,centimeters
73853,overall,height,26.7,centimeters
73867,overall,width,23.3,centimeters
73867,overall,height,31.0,centimeters
74163,overall,width,13.9,centimeters
74163,overall,height,16.4,centimeters
74164,overall,width,13.5,centimeters
74164,overall,height,16.0,centimeters
74166,overall,width,10.0,centimeters
74166,overall,height,23.4,centimeters
74186,overall,width,31.7,centimeters
74186,overall,height,23.9,centimeters
74197,overall,width,33.9,centimeters
74197,overall,height,25.0,centimeters
74203,overall,width,22.5,centimeters
74203,overall,height,16.9,centimeters
74204,overall,width,22.5,centimeters
74204,overall,height,16.9,centimeters
74205,overall,width,21.7,centimeters
74205,overall,height,16.9,centimeters
74207,overall,width,22.1,centimeters
74207,overall,height,16.9,centimeters
74209,overall,width,13.2,centimeters
74209,overall,height,16.9,centimeters
74211,overall,width,11.6,centimeters
74211,overall,height,16.9,centimeters
74212,overall,width,11.6,centimeters
74212,overall,height,16.9,centimeters
74214,overall,width,11.7,centimeters
74214,overall,height,16.9,centimeters
74219,overall,width,12.6,centimeters
74219,overall,height,16.9,centimeters
74220,overall,width,12.6,centimeters
74220,overall,height,16.9,centimeters
74221,overall,width,22.6,centimeters
74221,overall,height,16.9,centimeters
74222,overall,width,22.6,centimeters
74222,overall,height,16.9,centimeters
74223,overall,width,22.4,centimeters
74223,overall,height,16.9,centimeters
74225,overall,width,22.5,centimeters
74225,overall,height,16.9,centimeters
74226,overall,width,22.5,centimeters
74226,overall,height,16.9,centimeters
74228,overall,width,22.7,centimeters
74228,overall,height,16.9,centimeters
74229,overall,width,22.4,centimeters
74229,overall,height,16.9,centimeters
74232,overall,width,22.0,centimeters
74232,overall,height,16.9,centimeters
74233,overall,width,22.3,centimeters
74233,overall,height,16.9,centimeters
74234,overall,width,22.3,centimeters
74234,overall,height,16.9,centimeters
74235,overall,width,22.0,centimeters
74235,overall,height,16.9,centimeters
74237,overall,width,22.7,centimeters
74237,overall,height,16.9,centimeters
74244,overall,width,21.8,centimeters
74244,overall,height,16.9,centimeters
74245,overall,width,22.5,centimeters
74245,overall,height,16.9,centimeters
74246,overall,width,22.5,centimeters
74246,overall,height,16.9,centimeters
74247,overall,width,22.5,centimeters
74247,overall,height,16.9,centimeters
74248,overall,width,22.5,centimeters
74248,overall,height,16.9,centimeters
74250,overall,width,22.6,centimeters
74250,overall,height,16.9,centimeters
74255,overall,width,22.7,centimeters
74255,overall,height,16.9,centimeters
74256,overall,width,22.7,centimeters
