objectid,element,dimensiontype,dimension,unitname
136648,sheet,width,22.5,centimeters
136648,sheet,height,17.1,centimeters
136651,sheet,width,27.1,centimeters
136651,sheet,height,20.2,centimeters
136653,sheet,width,26.8,centimeters
136653,sheet,height,19.0,centimeters
136654,sheet,width,23.0,centimeters
136654,sheet,height,24.5,centimeters
136655,sheet,width,22.0,centimeters
136655,sheet,height,29.0,centimeters
136656,sheet,width,26.7,centimeters
136656,sheet,height,18.5,centimeters
136657,sheet,width,16.2,centimeters
136657,sheet,height,20.5,centimeters
136663,sheet,width,31.0,centimeters
136663,sheet,height,38.0,centimeters
136678,sheet,width,36.0,centimeters
136678,sheet,height,43.2,centimeters
136679,sheet,width,42.7,centimeters
136679,sheet,height,29.8,centimeters
136680,sheet,width,32.5,centimeters
136680,sheet,height,24.4,centimeters
136682,sheet,width,37.5,centimeters
136682,sheet,height,30.0,centimeters
136689,sheet,width,31.5,centimeters
136689,sheet,height,24.3,centimeters
136705,sheet,width,58.5,centimeters
136705,sheet,height,37.0,centimeters
136709,sheet,width,45.8,centimeters
136709,sheet,height,37.3,centimeters
136712,sheet,width,19.5,centimeters
136712,sheet,height,24.0,centimeters
137116,overall,width,47.5,centimeters
137116,overall,height,30.8,centimeters
137890,image,width,49.7,centimeters
137890,image,height,64.2,centimeters
137905,book,depth,4.76,centimeters
137905,book,width,26.03,centimeters
137905,book,height,33.02,centimeters
137917,plate,width,64.9,centimeters
137917,plate,height,49.2,centimeters
137918,sheet,width,41.9,centimeters
137918,sheet,height,59.6,centimeters
137921,block,width,59.9,centimeters
137921,block,height,49.5,centimeters
138534,block,width,49.0,centimeters
138534,block,height,40.4,centimeters
110717,overall,diameter,7.82,centimeters
110318,overall with base,height,13.2,centimeters
110318,overall with base,width,4.0,centimeters
110318,overall with base,depth,20.3,centimeters
42126,image,height,57.1,inches
42126,image,width,45.3,inches
140070,sheet,height,114.3002286005,centimeters
140070,sheet,width,149.0982981966,centimeters
135408,sheet,height,43.9,centimeters
135408,sheet,width,28.8,centimeters
135412,sheet,height,48.4,centimeters
135412,sheet,width,31.7,centimeters
139449,image,height,9.5,centimeters
139449,image,width,7.2,centimeters
71030,overall without base,height,21.8,centimeters
71030,overall without base,width,11.4,centimeters
71030,overall without base,depth,30.9,centimeters
94907,overall without base,height,21.6,centimeters
94907,overall without base,width,8.7,centimeters
94907,overall without base,depth,27.0,centimeters
94908,overall without base,height,12.7,centimeters
94908,overall without base,width,4.5,centimeters
94908,overall without base,depth,21.4,centimeters
140184,overall without base,height,23.4,centimeters
140184,overall without base,width,9.5,centimeters
140184,overall without base,depth,33.2,centimeters
94911,overall without base,height,24.5,centimeters
94911,overall without base,width,12.7,centimeters
94911,overall without base,depth,27.5,centimeters
94913,overall without base,height,31.2,centimeters
94913,overall without base,width,20.4,centimeters
94913,overall without base,depth,26.7,centimeters
103550,overall with base,height,31.0,centimeters
103550,overall with base,width,20.2,centimeters
103550,overall with base,depth,25.5,centimeters
94909,overall without base,height,18.4,centimeters
94909,overall without base,width,7.9,centimeters
94909,overall without base,depth,27.2,centimeters
140185,overall size,height,19.4,centimeters
140185,overall size,width,9.7,centimeters
140185,overall size,depth,9.8,centimeters
66463,overall with base,height,46.5,centimeters
66463,overall with base,width,26.1,centimeters
66463,overall with base,depth,15.2,centimeters
66458,overall without base,height,32.2,centimeters
66458,overall without base,width,18.9,centimeters
66458,overall without base,depth,33.6,centimeters
66457,overall without base,height,43.4975869952,centimeters
66457,overall without base,width,53.3401066802,centimeters
66457,overall without base,depth,30.7975615951,centimeters
66455,overall without base,height,35.2,centimeters
66455,overall without base,width,24.1,centimeters
66455,overall without base,depth,30.9,centimeters
66453,overall without base,height,36.4,centimeters
66453,overall without base,width,20.2,centimeters
66453,overall without base,depth,15.4,centimeters
66452,overall without base,height,43.1,centimeters
66452,overall without base,width,14.3,centimeters
66452,overall without base,depth,17.4,centimeters
143486,overall,height,40.6400812802,centimeters
143486,overall,width,46.3550927102,centimeters
143486,overall,depth,0.0,centimeters
110295,overall without base,height,35.9,centimeters
110295,overall without base,width,15.8,centimeters
110295,overall without base,depth,16.7,centimeters
110294,overall without base,height,44.6,centimeters
110294,overall without base,width,12.2,centimeters
110294,overall without base,depth,22.0,centimeters
110298,overall without base,height,49.5,centimeters
110298,overall without base,width,24.5,centimeters
110298,overall without base,depth,34.8,centimeters
110299,overall without base,height,48.1,centimeters
110299,overall without base,width,56.4,centimeters
110299,overall without base,depth,21.7,centimeters
66445,overall without base,height,35.3,centimeters
66445,overall without base,width,11.7,centimeters
66445,overall without base,depth,9.4,centimeters
110302,overall without base,height,29.0,centimeters
110302,overall without base,width,43.2,centimeters
110302,overall without base,depth,24.2,centimeters
66454,overall without base,height,53.1,centimeters
66454,overall without base,width,14.5,centimeters
66454,overall without base,depth,38.5,centimeters
66451,overall without base,height,50.4,centimeters
66451,overall without base,width,24.2,centimeters
66451,overall without base,depth,37.6,centimeters
110301,overall without base,height,42.0,centimeters
110301,overall without base,width,31.8,centimeters
110301,overall without base,depth,55.5,centimeters
66443,overall without base,height,49.5,centimeters
66443,overall without base,width,48.8,centimeters
66443,overall without base,depth,6.7,centimeters
110311,overall without base,height,27.2,centimeters
110311,overall without base,width,11.3,centimeters
110311,overall without base,depth,8.6,centimeters
110314,overall without base,height,15.4,centimeters
110314,overall without base,width,9.8,centimeters
110314,overall without base,depth,12.0,centimeters
93038,overall without base,height,13.9,centimeters
93038,overall without base,width,9.9,centimeters
93038,overall without base,depth,12.0,centimeters
142044,plate,height,13.6,centimeters
142044,plate,width,19.4,centimeters
142045,image,height,16.5,centimeters
142045,image,width,38.5,centimeters
142046,plate,height,34.1,centimeters
142046,plate,width,24.7,centimeters
142269,plate,height,37.3063246126,centimeters
142269,plate,width,45.4025908052,centimeters
144311,image,height,21.4,centimeters
144311,image,width,28.7,centimeters
6621,sheet,height,11.7,centimeters
6621,sheet,width,7.4,centimeters
143690,sheet,height,15.5,centimeters
143690,sheet,width,6.4,centimeters
150371,plate,height,41.3,centimeters
150371,plate,width,29.2,centimeters
142944,sheet,height,10.3,centimeters
142944,sheet,width,29.7,centimeters
150515,sheet,height,10.2,centimeters
150515,sheet,width,13.6,centimeters
150512,plate,height,49.5,centimeters
150512,plate,width,31.9,centimeters
150513,image,height,46.1,centimeters
150513,image,width,26.5,centimeters
7535,book,height,24.6,centimeters
7535,book,width,34.7,centimeters
7535,book,depth,3.0,centimeters
143439,sheet,height,91.5,centimeters
143439,sheet,width,91.5,centimeters
151237,sheet,height,17.3,centimeters
151237,sheet,width,37.0,centimeters
152203,sheet,height,25.0,centimeters
152203,sheet,width,33.7,centimeters
152206,image,height,16.5,centimeters
152206,image,width,22.6,centimeters
30257,image,height,35.5,centimeters
30257,image,width,20.5,centimeters
39169,image,height,21.5,centimeters
39169,image,width,32.1,centimeters
152824,overall,height,30.6,centimeters
152824,overall,width,19.7,centimeters
109897,sheet,height,16.2,centimeters
109897,sheet,width,22.9,centimeters
109857,sheet,height,16.0,centimeters
109857,sheet,width,25.2,centimeters
150794,sheet,height,15.9,centimeters
150794,sheet,width,12.1,centimeters
150800,image,height,12.5,centimeters
150800,image,width,11.6,centimeters
153335,sheet,height,27.3,centimeters
153335,sheet,width,21.3,centimeters
30475,plate,height,18.0,centimeters
30475,plate,width,26.4,centimeters
152484,sheet,height,62.2,centimeters
152484,sheet,width,75.3,centimeters
152486,sheet,height,62.2,centimeters
152486,sheet,width,75.1,centimeters
56147,sheet,height,27.9400558801,centimeters
56147,sheet,width,21.5900431801,centimeters
6801,sheet,height,22.7,centimeters
6801,sheet,width,25.0,centimeters
6656,diameter,diameter,3.81000762,centimeters
154408,sheet,height,44.5,centimeters
154408,sheet,width,31.0,centimeters
109876,plate,height,17.8,centimeters
109876,plate,width,12.9,centimeters
109885,plate,height,12.0,centimeters
109885,plate,width,9.0,centimeters
109889,sheet,height,51.0,centimeters
109889,sheet,width,33.2,centimeters
109891,plate,height,11.8,centimeters
109891,plate,width,8.8,centimeters
109884,sheet,height,50.3,centimeters
109884,sheet,width,33.1,centimeters
109893,sheet,height,50.8,centimeters
109893,sheet,width,32.8,centimeters
109890,sheet,height,33.0,centimeters
109890,sheet,width,50.7,centimeters
109894,sheet,height,66.0,centimeters
109894,sheet,width,50.5,centimeters
109887,sheet,height,50.2,centimeters
109887,sheet,width,58.2,centimeters
152489,sheet,height,62.1,centimeters
152489,sheet,width,75.1,centimeters
152487,sheet,height,62.2,centimeters
152487,sheet,width,75.1,centimeters
152488,sheet,height,62.2,centimeters
152488,sheet,width,70.5,centimeters
142287,plate,height,13.9,centimeters
142287,plate,width,11.2,centimeters
155712,overall,height,73.3426466853,centimeters
155712,overall,width,59.5313690627,centimeters
154548,height,height,73.0251460503,centimeters
76205,overall,height,450.2159004318,centimeters
76205,overall,width,200.0254000508,centimeters
76205,overall,depth,160.0203200406,centimeters
109855,image,height,40.1,centimeters
109855,image,width,27.6,centimeters
109856,image,height,33.1,centimeters
109856,image,width,59.9,centimeters
109853,sheet,height,54.4,centimeters
109853,sheet,width,41.5,centimeters
109850,image,height,37.5,centimeters
109850,image,width,28.7,centimeters
109849,sheet,height,75.9,centimeters
109849,sheet,width,58.9,centimeters
109994,sheet,height,76.1,centimeters
109994,sheet,width,51.8,centimeters
109848,sheet,height,40.8,centimeters
109848,sheet,width,26.1,centimeters
150828,page size,height,18.3,centimeters
150828,page size,width,13.0,centimeters
150838,page size,height,29.6,centimeters
150838,page size,width,8.5,centimeters
150827,page size,height,35.3,centimeters
150827,page size,width,26.0,centimeters
150837,book,height,32.8,centimeters
150837,book,width,25.3,centimeters
150837,book,depth,3.2,centimeters
154660,plate,height,26.1,centimeters
154660,plate,width,25.0,centimeters
150836,image,height,32.6,centimeters
150836,image,width,24.2,centimeters
150840,book,height,32.6,centimeters
150840,book,width,25.0,centimeters
150840,book,depth,3.0,centimeters
157521,image,height,30.0,centimeters
157522,image,height,30.0,centimeters
157521,image,width,20.0,centimeters
157522,image,width,20.0,centimeters
157527,image,height,30.0,centimeters
157527,image,width,20.0,centimeters
150815,book,height,32.5,centimeters
150815,book,width,25.5,centimeters
150815,book,depth,2.5,centimeters
150820,book,height,38.0,centimeters
150820,book,width,28.3,centimeters
150820,book,depth,0.4,centimeters
157772,sheet,height,48.5,centimeters
157772,sheet,width,63.1,centimeters
157770,plate,height,12.0,centimeters
157770,plate,width,17.0,centimeters
157774,sheet,height,24.2,centimeters
157774,sheet,width,33.0,centimeters
158141,page size,height,20.9,centimeters
158142,page size,height,20.9,centimeters
158145,page size,height,20.9,centimeters
158141,page size,width,14.8,centimeters
158142,page size,width,14.8,centimeters
158145,page size,width,14.8,centimeters
91895,image,height,21.8,centimeters
91895,image,width,19.8,centimeters
54566,plate,height,15.6,centimeters
54566,plate,width,21.0,centimeters
54205,plate,height,15.7,centimeters
54205,plate,width,24.4,centimeters
10106,plate,height,15.8,centimeters
10106,plate,width,25.0,centimeters
39469,plate,height,14.0,centimeters
39469,plate,width,19.7,centimeters
33409,plate,height,27.5,centimeters
33409,plate,width,21.9,centimeters
36940,plate,height,22.0,centimeters
36940,plate,width,27.0,centimeters
158682,sheet,height,25.6,centimeters
158682,sheet,width,18.5,centimeters
10107,plate,height,31.8,centimeters
10107,plate,width,23.0,centimeters
6599,sheet,height,18.8,centimeters
6599,sheet,width,12.0,centimeters
847,sheet,height,39.1,centimeters
847,sheet,width,28.5,centimeters
156072,sheet,height,32.2,centimeters
156072,sheet,width,23.6,centimeters
156076,sheet,height,28.6,centimeters
156076,sheet,width,44.8,centimeters
158515,overall,height,40.4,centimeters
158515,overall,width,28.6,centimeters
158515,overall,depth,3.0,centimeters
159825,sheet,height,53.3401066802,centimeters
159825,sheet,width,53.3401066802,centimeters
159826,sheet,height,53.3401066802,centimeters
159826,sheet,width,53.3401066802,centimeters
159829,sheet,height,53.3401066802,centimeters
159829,sheet,width,53.3401066802,centimeters
159830,sheet,height,53.3401066802,centimeters
159830,sheet,width,53.3401066802,centimeters
159831,sheet,height,53.3401066802,centimeters
159831,sheet,width,53.3401066802,centimeters
159833,sheet,height,53.3401066802,centimeters
159833,sheet,width,53.3401066802,centimeters
159835,sheet,height,53.3401066802,centimeters
159835,sheet,width,53.3401066802,centimeters
154322,image,height,56.0,centimeters
154322,image,width,45.5,centimeters
154323,image,height,56.0,centimeters
154323,image,width,39.0,centimeters
160558,sheet,height,48.5,centimeters
160558,sheet,width,63.1,centimeters
157927,sheet,height,33.8,centimeters
157927,sheet,width,20.2,centimeters
157499,plate,height,18.2,centimeters
157499,plate,width,19.5,centimeters
157500,plate,height,24.6,centimeters
157500,plate,width,28.5,centimeters
157501,plate,height,23.9,centimeters
157501,plate,width,13.3,centimeters
33030,stone,height,37.5,centimeters
33030,stone,width,26.7,centimeters
56606,image,height,33.2,centimeters
56606,image,width,47.0,centimeters
72170,sheet,height,20.1612903226,centimeters
72170,sheet,width,32.0675641351,centimeters
161670,sheet,height,29.1,centimeters
161670,sheet,width,50.2,centimeters
161077,sheet,height,44.0,centimeters
161077,sheet,width,61.0,centimeters
153703,plate,height,14.4,centimeters
153703,plate,width,9.5,centimeters
153798,plate,height,30.2,centimeters
153798,plate,width,49.1,centimeters
161689,sheet,height,17.5,centimeters
161689,sheet,width,12.8,centimeters
7348,image,height,22.5,centimeters
7348,image,width,20.1,centimeters
34026,image,height,35.5,centimeters
34026,image,width,20.6,centimeters
163510,plate,height,18.9,centimeters
163510,plate,width,11.7,centimeters
156066,sheet,height,60.3,centimeters
156066,sheet,width,43.6,centimeters
6709,sheet,height,29.8,centimeters
6709,sheet,width,21.1,centimeters
6703,sheet,height,29.5,centimeters
6703,sheet,width,21.0,centimeters
6695,sheet,height,29.8,centimeters
6695,sheet,width,21.1,centimeters
165071,overall,diameter,7.1,centimeters
164242,image,height,17.1450342901,centimeters
164242,image,width,19.0500381001,centimeters
165301,height,height,50.8001016002,inches
165306,book,depth,4.0,centimeters
165310,book,depth,4.0,centimeters
165311,book,depth,4.0,centimeters
165313,book,depth,4.0,centimeters
165306,book,width,26.2,centimeters
165310,book,width,26.2,centimeters
165311,book,width,26.2,centimeters
165313,book,width,26.2,centimeters
165306,book,height,33.4,centimeters
165310,book,height,33.4,centimeters
165311,book,height,33.4,centimeters
165313,book,height,33.4,centimeters
164915,overall,height,73.0251460503,centimeters
164915,overall,width,90.8051816104,centimeters
164942,overall,height,39.6875793752,centimeters
164942,overall,width,59.8488696977,centimeters
164950,overall,height,36.8300736601,centimeters
164950,overall,width,53.3401066802,centimeters
164952,overall,height,65.4051308103,centimeters
164952,overall,width,81.5976631953,centimeters
164217,image,height,22.0,centimeters
164217,image,width,20.0,centimeters
164218,image,height,21.0,centimeters
164218,image,width,24.6,centimeters
164969,overall,height,15.8750317501,centimeters
164969,overall,width,24.7650495301,centimeters
164968,overall,height,15.8750317501,centimeters
164968,overall,width,24.7650495301,centimeters
164958,overall,height,15.5575311151,centimeters
164958,overall,width,24.7650495301,centimeters
164959,overall,height,14.6050292101,centimeters
164959,overall,width,24.1300482601,centimeters
53263,plate,height,35.8,centimeters
53263,plate,width,47.6,centimeters
164953,sheet,height,11.112522225,centimeters
164953,sheet,width,17.7800355601,centimeters
164937,sheet,height,35.8775717551,centimeters
164937,sheet,width,26.9875539751,centimeters
164935,sheet,height,10.16002032,centimeters
164935,sheet,width,12.7000254001,centimeters
606,sheet,height,30.0,centimeters
606,sheet,width,21.3,centimeters
163534,overall,height,60.0076200152,centimeters
163534,overall,width,60.0076200152,centimeters
163534,overall,depth,0.0,centimeters
164034,book,height,33.0,centimeters
164034,book,width,25.0,centimeters
164034,book,depth,1.3,centimeters
164916,sheet,height,60.4838709677,centimeters
164916,sheet,width,46.9900939802,centimeters
166503,overall,height,127.3,centimeters
166503,overall,width,107.6,centimeters
165835,book,height,26.7,centimeters
165835,book,width,22.4,centimeters
165835,book,depth,1.2,centimeters
165854,book,height,32.0,centimeters
165854,book,width,23.0,centimeters
165854,book,depth,1.0,centimeters
165851,book,height,37.7,centimeters
165851,book,width,29.2,centimeters
165851,book,depth,4.5,centimeters
143436,image,height,99.0601981204,centimeters
143436,image,width,99.3776987554,centimeters
164712,block,height,30.6,centimeters
164712,block,width,41.5,centimeters
30227,sheet,height,27.1,centimeters
30227,sheet,width,38.8,centimeters
56232,sheet,height,34.8,centimeters
56232,sheet,width,28.2,centimeters
165834,book,height,35.8,centimeters
165834,book,width,50.5,centimeters
165834,book,depth,4.8,centimeters
200635,image,width,7.2,centimeters
200642,image,width,7.2,centimeters
200644,image,width,7.2,centimeters
200645,image,width,7.2,centimeters
200647,image,width,7.2,centimeters
200648,image,width,7.2,centimeters
200650,image,width,7.2,centimeters
200654,image,width,7.2,centimeters
200655,image,width,7.2,centimeters
200635,image,height,9.5,centimeters
200642,image,height,9.5,centimeters
200644,image,height,9.5,centimeters
200645,image,height,9.5,centimeters
200647,image,height,9.5,centimeters
200648,image,height,9.5,centimeters
200650,image,height,9.5,centimeters
200654,image,height,9.5,centimeters
200655,image,height,9.5,centimeters
169110,plate,height,55.7,centimeters
169110,plate,width,41.8,centimeters
121123,image,height,48.5775971552,centimeters
121123,image,width,41.9100838202,centimeters
195132,overall,height,33.0200660401,centimeters
195132,overall,width,41.2750825502,centimeters
165844,book,height,44.4500889002,centimeters
165844,book,width,33.9725679451,centimeters
165844,book,depth,5.5562611125,centimeters
165836,book,height,22.8,centimeters
165836,book,width,16.0,centimeters
165836,book,depth,2.0,centimeters
205904,book,height,22.8,centimeters
205906,book,height,22.8,centimeters
205904,book,width,16.0,centimeters
205906,book,width,16.0,centimeters
205904,book,depth,2.0,centimeters
205906,book,depth,2.0,centimeters
177090,overall,height,38.1000762002,centimeters
177090,overall,width,56.1976123952,centimeters
203958,plate,height,23.5,centimeters
203958,plate,width,17.6,centimeters
200896,plate,height,15.4,centimeters
200896,plate,width,20.6,centimeters
171974,overall,height,19.0500381001,centimeters
171974,overall,width,24.1300482601,centimeters
206546,sheet,height,24.4,centimeters
206546,sheet,width,16.6,centimeters
207494,framed,height,56.5151130302,centimeters
207494,framed,width,71.7551435103,centimeters
207494,framed,depth,0.0,centimeters
207497,framed,height,48.1013462027,centimeters
207497,framed,width,56.9913639827,centimeters
207497,framed,depth,4.127508255,centimeters
207498,framed,height,81.9151638303,centimeters
207498,framed,width,92.0751841504,centimeters
207498,framed,depth,3.81000762,centimeters
207499,framed,height,64.6113792228,centimeters
207499,framed,width,86.9951739903,centimeters
207499,framed,depth,3.492506985,centimeters
207500,framed,height,94.1389382779,centimeters
207500,framed,width,57.4676149352,centimeters
207500,framed,depth,2.54000508,centimeters
207503,framed,height,81.7564135128,centimeters
207503,framed,width,66.3576327153,centimeters
207503,framed,depth,3.492506985,centimeters
207506,framed,height,69.8501397003,centimeters
207506,framed,width,54.7688595377,centimeters
207506,framed,depth,0.0,centimeters
207507,framed,height,68.4213868428,centimeters
207507,framed,width,78.2639065278,centimeters
207507,framed,depth,4.127508255,centimeters
207514,framed,height,40.6400812802,centimeters
207514,framed,width,42.5450850902,centimeters
207514,framed,depth,1.7462534925,centimeters
207517,framed,height,45.5613411227,centimeters
207517,framed,width,53.1813563627,centimeters
207517,framed,depth,2.857505715,centimeters
207519,framed,height,58.4201168402,centimeters
207519,framed,width,44.7675895352,centimeters
207519,framed,depth,2.54000508,centimeters
207522,framed,height,83.5026670053,centimeters
207522,framed,width,63.3413766828,centimeters
207522,framed,depth,3.81000762,centimeters
154528,framed,height,64.6113792228,centimeters
154528,framed,width,55.5626111252,centimeters
154528,framed,depth,2.6987553975,centimeters
207537,framed,height,54.4513589027,centimeters
207537,framed,width,61.4363728727,centimeters
207537,framed,depth,0.0,centimeters
207547,framed,height,74.6126492253,centimeters
207547,framed,width,58.1026162052,centimeters
207547,framed,depth,4.127508255,centimeters
207550,framed,height,75.8826517653,centimeters
207550,framed,width,59.3726187452,centimeters
207550,framed,depth,2.0637541275,centimeters
207555,framed,height,80.3276606553,centimeters
207555,framed,width,49.8475996952,centimeters
207555,framed,depth,0.0,centimeters
207559,framed,height,49.3713487427,centimeters
207559,framed,width,60.6426212852,centimeters
207559,framed,depth,0.0,centimeters
207575,framed,height,98.1076962154,centimeters
207575,framed,width,82.2326644653,centimeters
207575,framed,depth,0.0,centimeters
207580,framed,height,80.8039116078,centimeters
207580,framed,width,95.8851917704,centimeters
207580,framed,depth,3.17500635,centimeters
207583,framed,height,57.1501143002,centimeters
207583,framed,width,64.7701295403,centimeters
207583,framed,depth,2.222504445,centimeters
207586,framed,height,63.8176276353,centimeters
207586,framed,width,52.0701041402,centimeters
207586,framed,depth,2.54000508,centimeters
207591,framed,height,77.3114046228,centimeters
207591,framed,width,64.4526289053,centimeters
207591,framed,depth,2.222504445,centimeters
207593,framed,height,90.1701803404,centimeters
207593,framed,width,76.2001524003,centimeters
207593,framed,depth,2.54000508,centimeters
205632,image,height,16.1925323851,centimeters
205632,image,width,33.9725679451,centimeters
143485,image,height,34.6075692151,centimeters
143485,image,width,27.7813055626,centimeters
165233,image,height,62.2301244602,centimeters
165233,image,width,52.0701041402,centimeters
208826,plate,height,34.4,centimeters
208826,plate,width,21.5,centimeters
178254,overall,height,66.6751333503,centimeters
178254,overall,width,81.9151638303,centimeters
175115,image,height,9.5,centimeters
175115,image,width,7.3,centimeters
30729,sheet,height,55.9,centimeters
30729,sheet,width,38.8,centimeters
206847,plate,height,25.8,centimeters
206847,plate,width,36.6,centimeters
175143,image,height,9.5,centimeters
175143,image,width,7.3,centimeters
175145,image,height,9.5,centimeters
175145,image,width,7.3,centimeters
175154,image,height,9.5,centimeters
175154,image,width,7.3,centimeters
175163,image,height,9.5,centimeters
175163,image,width,7.3,centimeters
175146,image,height,9.5,centimeters
175146,image,width,7.3,centimeters
175258,image,height,9.5,centimeters
175258,image,width,7.3,centimeters
175261,image,height,9.5,centimeters
175261,image,width,7.3,centimeters
175172,image,height,9.5,centimeters
175172,image,width,7.3,centimeters
175170,image,height,9.5,centimeters
175170,image,width,7.3,centimeters
175180,image,height,9.5,centimeters
175180,image,width,7.3,centimeters
175240,image,height,9.5,centimeters
175240,image,width,7.3,centimeters
175130,image,width,7.3,centimeters
175197,image,height,9.5,centimeters
175197,image,width,7.3,centimeters
175198,image,height,9.5,centimeters
175198,image,width,8.6,centimeters
175199,image,height,9.5,centimeters
175199,image,width,7.3,centimeters
175201,image,height,9.5,centimeters
175201,image,width,7.3,centimeters
175136,image,height,9.5,centimeters
175136,image,width,7.3,centimeters
175266,image,height,9.5,centimeters
175266,image,width,7.3,centimeters
175169,image,height,9.5,centimeters
175169,image,width,7.3,centimeters
175267,image,height,9.5,centimeters
175267,image,width,7.3,centimeters
175148,image,height,9.5,centimeters
175148,image,width,7.3,centimeters
175130,image,height,9.5,centimeters
175205,image,height,9.5,centimeters
175205,image,width,7.3,centimeters
175190,image,height,9.5,centimeters
175190,image,width,7.3,centimeters
175292,image,height,9.5,centimeters
175292,image,width,7.3,centimeters
175194,image,height,9.5,centimeters
175194,image,width,7.3,centimeters
175260,image,height,9.5,centimeters
175260,image,width,7.3,centimeters
175196,image,height,9.5,centimeters
175196,image,width,7.3,centimeters
175129,image,height,9.5,centimeters
175129,image,width,7.3,centimeters
175141,image,height,9.5,centimeters
175141,image,width,7.3,centimeters
175183,image,height,9.5,centimeters
175183,image,width,7.3,centimeters
175226,image,height,9.5,centimeters
175226,image,width,7.3,centimeters
175284,image,height,9.5,centimeters
175284,image,width,7.3,centimeters
175291,image,height,9.5,centimeters
175291,image,width,7.3,centimeters
175207,image,height,9.5,centimeters
175207,image,width,7.3,centimeters
175209,image,height,9.5,centimeters
175209,image,width,7.3,centimeters
175116,image,height,9.5,centimeters
175116,image,width,7.3,centimeters
175243,image,height,9.5,centimeters
175243,image,width,7.3,centimeters
175244,image,height,9.5,centimeters
175244,image,width,7.3,centimeters
175227,image,height,9.5,centimeters
175227,image,width,7.3,centimeters
175161,image,height,9.5,centimeters
175161,image,width,7.3,centimeters
175166,image,height,9.5,centimeters
175166,image,width,7.3,centimeters
175165,image,height,9.5,centimeters
175165,image,width,7.3,centimeters
175281,image,height,21.0,centimeters
175281,image,width,15.3,centimeters
175177,image,height,22.5,centimeters
175177,image,width,15.4,centimeters
175232,image,height,22.5,centimeters
175232,image,width,15.4,centimeters
175158,image,height,16.2,centimeters
175158,image,width,22.4,centimeters
175184,image,height,15.2,centimeters
175184,image,width,21.1,centimeters
175255,sheet/image,height,20.2,centimeters
175255,sheet/image,width,25.4,centimeters
175277,image,height,22.2,centimeters
175277,image,width,15.4,centimeters
175179,image,height,15.6,centimeters
175179,image,width,22.0,centimeters
175217,image,height,22.0,centimeters
175217,image,width,15.4,centimeters
175219,image,height,22.1,centimeters
175219,image,width,15.4,centimeters
175127,image,height,16.3,centimeters
175127,image,width,22.3,centimeters
175128,image,height,15.5,centimeters
175128,image,width,22.3,centimeters
175134,image,height,15.2,centimeters
175134,image,width,22.3,centimeters
175293,sheet/image,height,20.1,centimeters
175293,sheet/image,width,25.4,centimeters
175126,sheet/image,height,25.4,centimeters
175126,sheet/image,width,20.2,centimeters
175156,sheet/image,height,20.1,centimeters
175156,sheet/image,width,25.3,centimeters
175122,image,height,22.5,centimeters
175122,image,width,15.6,centimeters
175139,image,height,11.5,centimeters
175139,image,width,16.8,centimeters
175140,image,height,11.4,centimeters
175140,image,width,16.9,centimeters
175124,image,height,22.0,centimeters
175124,image,width,15.8,centimeters
175125,sheet/image,height,25.3,centimeters
175125,sheet/image,width,20.2,centimeters
175144,image,height,9.5,centimeters
175144,image,width,7.3,centimeters
175150,image,height,9.5,centimeters
175150,image,width,7.3,centimeters
175168,image,height,9.5,centimeters
175168,image,width,7.3,centimeters
175189,image,height,9.5,centimeters
175189,image,width,7.3,centimeters
175192,image,height,9.5,centimeters
175192,image,width,7.3,centimeters
175200,image,height,9.5,centimeters
175200,image,width,7.3,centimeters
175222,image,height,9.5,centimeters
175222,image,width,7.3,centimeters
175269,image,height,9.5,centimeters
175269,image,width,7.3,centimeters
175271,image,height,9.5,centimeters
175271,image,width,7.3,centimeters
175274,image,height,9.5,centimeters
175274,image,width,7.3,centimeters
175152,sheet/image,height,20.1,centimeters
175152,sheet/image,width,25.3,centimeters
175176,image,height,15.3,centimeters
175176,image,width,22.0,centimeters
175185,image,height,15.4,centimeters
175185,image,width,22.3,centimeters
175278,sheet/image,height,20.2,centimeters
175278,sheet/image,width,25.3,centimeters
168819,overall,height,29.2100584201,centimeters
168819,overall,width,44.4500889002,centimeters
209781,sheet,height,48.0,centimeters
209781,sheet,width,41.8,centimeters
209784,sheet,height,39.1,centimeters
209784,sheet,width,54.8,centimeters
209788,sheet,height,42.2,centimeters
209788,sheet,width,27.3,centimeters
209789,sheet,height,37.7,centimeters
209789,sheet,width,54.4,centimeters
146720,sheet,height,49.5300990602,centimeters
146720,sheet,width,76.2001524003,centimeters
211482,sheet,height,20.5,centimeters
211487,sheet,height,20.7,centimeters
211484,sheet,height,2.222504445,centimeters
211484,sheet,width,3.0162560325,centimeters
211486,sheet,height,2.222504445,centimeters
211486,sheet,width,2.6987553975,centimeters
46382,image,height,25.7175514351,centimeters
46382,image,width,24.1300482601,centimeters
211488,sheet,height,3.9687579375,centimeters
211488,sheet,width,3.6512573025,centimeters
211489,sheet,height,4.127508255,centimeters
211489,sheet,width,3.9687579375,centimeters
211491,sheet,height,4.127508255,centimeters
211491,sheet,width,3.81000762,centimeters
46383,image,height,24.7650495301,centimeters
46383,image,width,24.4475488951,centimeters
143456,sheet,height,50.8001016002,centimeters
143456,sheet,width,60.9601219202,centimeters
207505,image,height,54.6101092202,centimeters
207505,image,width,44.4500889002,centimeters
211726,image,height,33.6550673101,centimeters
